range,posture,start,end,
315,Lying,1290384,1290744,
315,Lying,1290384,1290758,
315,Lying,1290384,1290773,
315,Lying,1290384,1290786,
315,Lying,1290384,1290798,
315,Lying,1290384,1290816,
315,Lying,1290384,1290826,
315,Lying,1290384,1290842,
315,Lying,1290384,1290855,
315,Lying,1290384,1290868,
315,Lying,1290384,1290885,
315,Lying,1290384,1290897,
315,Lying,1290384,1290913,
315,Lying,1290384,1290927,
315,Lying,1290384,1290937,
315,Lying,1290384,1290952,
315,Lying,1290384,1290966,
315,Lying,1290384,1290982,
315,Lying,1290384,1290995,
315,Lying,1290384,1291009,
315,Lying,1290384,1291024,
315,Lying,1290384,1291037,
315,Lying,1290384,1291053,
315,Lying,1290384,1291064,
315,Lying,1290384,1291076,
315,Lying,1290384,1291092,
315,Lying,1290384,1291106,
315,Lying,1290384,1291119,
315,Lying,1290384,1291138,
315,Lying,1290384,1291163,
315,Lying,1290384,1291174,
315,Lying,1290384,1291187,
315,Lying,1290384,1291203,
315,Lying,1290384,1291216,
315,Lying,1290384,1291232,
315,Lying,1290384,1291245,
315,Lying,1290384,1291255,
315,Lying,1290384,1291274,
315,Lying,1290384,1291285,
315,Lying,1290384,1291303,
315,Lying,1290384,1291314,
315,Lying,1290384,1291327,
315,Lying,1290384,1291342,
315,Lying,1290384,1291356,
315,Lying,1290384,1291369,
315,Lying,1290384,1291384,
315,Lying,1290384,1291396,
315,Lying,1290384,1291414,
315,Lying,1290384,1291424,
315,Lying,1290384,1291438,
315,Lying,1290384,1291453,
315,Lying,1292953,1292968,
315,Lying,1292953,1292982,
315,Lying,1292953,1292992,
315,Lying,1292953,1293010,
315,Lying,1292953,1293021,
315,Lying,1292953,1293037,
315,Lying,1292953,1293050,
315,Lying,1292953,1293064,
315,Lying,1292953,1293079,
315,Lying,1292953,1293092,
315,Lying,1292953,1293103,
315,Lying,1292953,1293121,
315,Lying,1292953,1293132,
315,Lying,1292953,1293148,
315,Lying,1292953,1293161,
315,Lying,1292953,1293174,
315,Lying,1292953,1293190,
315,Lying,1292953,1293203,
315,Lying,1292953,1293218,
315,Lying,1292953,1293232,
315,Lying,1292953,1293243,
315,Lying,1292953,1293255,
315,Lying,1292953,1293272,
315,Lying,1292953,1293285,
315,Lying,1292953,1293300,
315,Lying,1292953,1293314,
315,Lying,1292953,1293330,
315,Lying,1292953,1293342,
315,Lying,1292953,1293353,
315,Lying,1292953,1293369,
315,Lying,1292953,1293382,
315,Lying,1292953,1293398,
315,Lying,1292953,1293411,
315,Lying,1292953,1293424,
315,Lying,1292953,1293441,
315,Lying,1292953,1293456,
315,Lying,1292953,1293469,
315,Lying,1292953,1293479,
315,Lying,1292953,1293493,
315,Lying,1292953,1293509,
315,Lying,1292953,1293521,
315,Lying,1292953,1293538,
315,Lying,1292953,1293551,
315,Lying,1292953,1293561,
315,Lying,1292953,1293580,
315,Lying,1292953,1293590,
315,Lying,1292953,1293608,
315,Lying,1292953,1293620,
315,Lying,1292953,1293632,
315,Lying,1292953,1293648,
315,Lying,1292953,1293662,
315,Lying,1292953,1293690,
315,Lying,1292953,1293701,
315,Lying,1292953,1293714,
315,Lying,1292953,1293730,
315,Lying,1292953,1293744,
315,Lying,1292953,1293759,
315,Lying,1292953,1293772,
315,Lying,1292953,1293788,
315,Lying,1292953,1293801,
315,Lying,1292953,1293811,
315,Lying,1292953,1293828,
315,Lying,1292953,1293841,
315,Lying,1292953,1293854,
315,Lying,1292953,1293870,
315,Lying,1292953,1293883,
315,Lying,1292953,1293898,
315,Lying,1292953,1293912,
270,Lying,1324902,1324915,
270,Lying,1324902,1324925,
270,Lying,1324902,1324944,
270,Lying,1324902,1324955,
270,Lying,1324902,1324967,
270,Lying,1324902,1324984,
270,Lying,1324902,1324997,
270,Lying,1324902,1325010,
270,Lying,1324902,1325026,
270,Lying,1324902,1325036,
270,Lying,1324902,1325054,
270,Lying,1324902,1325071,
270,Lying,1324902,1325084,
270,Lying,1324902,1325094,
270,Lying,1324902,1325108,
270,Lying,1324902,1325123,
270,Lying,1324902,1325136,
270,Lying,1324902,1325147,
270,Lying,1324902,1325165,
270,Lying,1324902,1325176,
270,Lying,1324902,1325195,
270,Lying,1324902,1325205,
270,Lying,1324902,1325218,
270,Lying,1324902,1325234,
270,Lying,1324902,1325247,
270,Lying,1324902,1325263,
270,Lying,1324902,1325277,
270,Lying,1324902,1325287,
270,Lying,1324902,1325302,
270,Lying,1324902,1325316,
270,Lying,1324902,1325329,
270,Lying,1324902,1325344,
270,Lying,1324902,1325358,
270,Lying,1324902,1325374,
270,Lying,1324902,1325387,
270,Lying,1324902,1325403,
270,Lying,1324902,1325413,
270,Lying,1324902,1325426,
270,Lying,1324902,1325443,
270,Lying,1324902,1325455,
270,Lying,1324902,1325468,
270,Lying,1324902,1325485,
270,Lying,1324902,1325498,
270,Lying,1324902,1325513,
270,Lying,1324902,1325523,
270,Lying,1324902,1325537,
270,Lying,1324902,1325553,
270,Lying,1324902,1325566,
270,Lying,1324902,1325582,
270,Lying,1324902,1325595,
270,Lying,1324902,1325605,
270,Lying,1324902,1325624,
270,Lying,1324902,1325634,
270,Lying,1324902,1325652,
270,Lying,1324902,1325664,
270,Lying,1324902,1325677,
270,Lying,1324902,1325692,
270,Lying,1324902,1325706,
270,Lying,1324902,1325721,
270,Lying,1324902,1325734,
270,Lying,1324902,1325746,
270,Lying,1324902,1325764,
270,Lying,1324902,1325774,
270,Lying,1324902,1325788,
270,Lying,1324902,1325803,
270,Lying,1324902,1325816,
270,Lying,1324902,1325848,
270,Lying,1324902,1325861,
270,Lying,1324902,1325872,
270,Lying,1324902,1325885,
270,Lying,1324902,1325900,
270,Lying,1324902,1325914,
270,Lying,1324902,1325927,
270,Lying,1324902,1325943,
270,Lying,1324902,1325956,
270,Lying,1324902,1325967,
270,Lying,1324902,1325982,
270,Lying,1324902,1325996,
270,Lying,1324902,1326011,
270,Lying,1324902,1326024,
270,Lying,1324902,1326041,
270,Lying,1324902,1326054,
270,Lying,1324902,1326077,
270,Lying,1324902,1326093,
270,Lying,1324902,1326106,
270,Lying,1324902,1326123,
270,Lying,1324902,1326135,
270,Lying,1324902,1326148,
270,Lying,1327245,1327260,
270,Lying,1327245,1327273,
270,Lying,1327245,1327289,
270,Lying,1327245,1327302,
270,Lying,1327245,1327315,
270,Lying,1327245,1327332,
270,Lying,1327245,1327342,
270,Lying,1327245,1327361,
270,Lying,1327245,1327371,
270,Lying,1327245,1327384,
270,Lying,1327245,1327400,
270,Lying,1327245,1327413,
270,Lying,1327245,1327429,
270,Lying,1327245,1327442,
270,Lying,1327245,1327453,
270,Lying,1327245,1327471,
270,Lying,1327245,1327481,
270,Lying,1327245,1327498,
270,Lying,1327245,1327511,
270,Lying,1327245,1327523,
270,Lying,1327245,1327540,
270,Lying,1327245,1327553,
270,Lying,1327245,1327568,
270,Lying,1327245,1327582,
270,Lying,1327245,1327592,
270,Lying,1327245,1327608,
270,Lying,1327245,1327622,
270,Lying,1327245,1327637,
270,Lying,1327245,1327650,
270,Lying,1327245,1327664,
270,Lying,1327245,1327679,
270,Lying,1327245,1327692,
270,Lying,1327245,1327709,
270,Lying,1327245,1327719,
270,Lying,1327245,1327732,
270,Lying,1327245,1327748,
270,Lying,1327245,1327761,
270,Lying,1327245,1327774,
270,Lying,1327245,1327790,
270,Lying,1327245,1327801,
270,Lying,1327245,1327819,
270,Lying,1327245,1327830,
270,Lying,1327245,1327843,
270,Lying,1327245,1327858,
270,Lying,1327245,1327872,
270,Lying,1327245,1327888,
270,Lying,1327245,1327900,
270,Lying,1327245,1327911,
270,Lying,1327245,1327930,
270,Lying,1327245,1327940,
270,Lying,1327245,1327953,
270,Lying,1327245,1327969,
270,Lying,1327245,1327982,
270,Lying,1327245,1327998,
270,Lying,1327245,1328012,
270,Lying,1327245,1328022,
270,Lying,1327245,1328040,
270,Lying,1327245,1328051,
270,Lying,1327245,1328064,
270,Lying,1327245,1328079,
270,Lying,1327245,1328093,
270,Lying,1327245,1328109,
270,Lying,1327245,1328122,
270,Lying,1327245,1328138,
270,Lying,1327245,1328151,
270,Lying,1327245,1328161,
270,Lying,1327245,1328178,
270,Lying,1327245,1328191,
270,Lying,1327245,1328206,
270,Lying,1327245,1328220,
270,Lying,1327245,1328233,
270,Lying,1327245,1328248,
270,Lying,1327245,1328262,
270,Lying,1327245,1328277,
270,Lying,1327245,1328288,
270,Lying,1327245,1328302,
270,Lying,1327245,1328317,
270,Lying,1327245,1328330,
270,Lying,1327245,1328344,
270,Lying,1327245,1328359,
270,Lying,1327245,1328372,
270,Lying,1327245,1328389,
270,Lying,1327245,1328399,
270,Lying,1327245,1328412,
270,Lying,1327245,1328428,
270,Lying,1327245,1328441,
270,Lying,1327245,1328456,
270,Lying,1327245,1328470,
270,Lying,1327245,1328481,
270,Lying,1327245,1328499,
270,Lying,1327245,1328509,
270,Lying,1327245,1328523,
270,Lying,1327245,1328538,
270,Lying,1327245,1328551,
270,Lying,1330372,1330385,
270,Lying,1330372,1330399,
270,Lying,1330372,1330414,
270,Lying,1330372,1330427,
270,Lying,1330372,1330444,
270,Lying,1330372,1330457,
270,Lying,1330372,1330467,
270,Lying,1330372,1330483,
270,Lying,1330372,1330496,
270,Lying,1330372,1330509,
270,Lying,1330372,1330525,
270,Lying,1330372,1330538,
270,Lying,1330372,1330554,
270,Lying,1330372,1330568,
270,Lying,1330372,1330578,
270,Lying,1330372,1330593,
270,Lying,1330372,1330607,
270,Lying,1330372,1330623,
270,Lying,1330372,1330635,
270,Lying,1330372,1330649,
270,Lying,1330372,1330665,
270,Lying,1330372,1330675,
270,Lying,1330372,1330694,
270,Lying,1330372,1330704,
270,Lying,1330372,1330717,
270,Lying,1330372,1330734,
270,Lying,1330372,1330747,
270,Lying,1330372,1330759,
270,Lying,1330372,1330776,
270,Lying,1330372,1330786,
270,Lying,1330372,1330804,
270,Lying,1330372,1330814,
270,Lying,1330372,1330833,
270,Lying,1330372,1330844,
270,Lying,1330372,1330857,
270,Lying,1330372,1330873,
270,Lying,1330372,1330886,
270,Lying,1330372,1330896,
270,Lying,1330372,1330915,
270,Lying,1330372,1330926,
270,Lying,1330372,1330941,
270,Lying,1330372,1330955,
270,Lying,1330372,1330970,
270,Lying,1330372,1330983,
270,Lying,1330372,1330997,
270,Lying,1330372,1331007,
270,Lying,1330372,1331025,
270,Lying,1330372,1331037,
270,Lying,1330372,1331052,
270,Lying,1330372,1331065,
270,Lying,1330372,1331079,
270,Lying,1330372,1331094,
270,Lying,1330372,1331107,
270,Lying,1330372,1331124,
270,Lying,1330372,1331136,
270,Lying,1330372,1331147,
270,Lying,1330372,1331163,
270,Lying,1330372,1331176,
270,Lying,1330372,1331191,
270,Lying,1330372,1331205,
270,Lying,1330372,1331218,
270,Lying,1330372,1331234,
270,Lying,1330372,1331247,
270,Lying,1330372,1331263,
270,Lying,1330372,1331273,
270,Lying,1330372,1331287,
270,Lying,1330372,1331303,
270,Lying,1330372,1331315,
270,Lying,1330372,1331332,
270,Lying,1330372,1331345,
270,Lying,1330372,1331355,
270,Lying,1330372,1331374,
270,Lying,1330372,1331384,
270,Lying,1330372,1331402,
270,Lying,1330372,1331414,
270,Lying,1330372,1331442,
270,Lying,1330372,1331458,
270,Lying,1330372,1331484,
270,Lying,1330372,1331513,
270,Lying,1330372,1331524,
270,Lying,1330372,1331543,
225,Lying,1366082,1366095,
225,Lying,1366082,1366111,
225,Lying,1366082,1366124,
225,Lying,1366082,1366137,
225,Lying,1366082,1366153,
225,Lying,1366082,1366166,
225,Lying,1366082,1366182,
225,Lying,1366082,1366198,
225,Lying,1366082,1366221,
225,Lying,1366082,1366235,
225,Lying,1366082,1366250,
225,Lying,1366082,1366263,
225,Lying,1366082,1366275,
225,Lying,1366082,1366293,
225,Lying,1366082,1366303,
225,Lying,1366082,1366317,
225,Lying,1366082,1366332,
225,Lying,1366082,1366345,
225,Lying,1366082,1366359,
225,Lying,1366082,1366374,
225,Lying,1366082,1366385,
225,Lying,1366082,1366404,
225,Lying,1366082,1366414,
225,Lying,1366082,1366427,
225,Lying,1366082,1366443,
225,Lying,1366082,1366456,
225,Lying,1366082,1366472,
225,Lying,1366082,1366484,
225,Lying,1366082,1366496,
225,Lying,1366082,1366514,
225,Lying,1366082,1366524,
225,Lying,1366082,1366540,
225,Lying,1366082,1366553,
225,Lying,1366082,1366569,
225,Lying,1366082,1366583,
225,Lying,1366082,1366596,
225,Lying,1366082,1366611,
225,Lying,1366082,1366625,
225,Lying,1366082,1366635,
225,Lying,1366082,1366651,
225,Lying,1366082,1366664,
225,Lying,1366082,1366677,
225,Lying,1366082,1366693,
225,Lying,1366082,1366707,
225,Lying,1366082,1366722,
225,Lying,1366082,1366735,
225,Lying,1366082,1366746,
225,Lying,1366082,1366762,
225,Lying,1366082,1366775,
225,Lying,1366082,1366791,
225,Lying,1366082,1366804,
225,Lying,1366082,1366817,
225,Lying,1366082,1366833,
225,Lying,1366082,1366846,
225,Lying,1366082,1366861,
225,Lying,1366082,1366873,
225,Lying,1366082,1366886,
225,Lying,1366082,1366901,
225,Lying,1366082,1366915,
225,Lying,1366082,1366930,
225,Lying,1366082,1366943,
225,Lying,1366082,1366953,
225,Lying,1366082,1366972,
225,Lying,1366082,1366983,
225,Lying,1366082,1366996,
225,Lying,1366082,1367012,
225,Lying,1366082,1367025,
225,Lying,1366082,1367041,
225,Lying,1366082,1367054,
225,Lying,1366082,1367065,
225,Lying,1366082,1367084,
225,Lying,1366082,1367094,
225,Lying,1366082,1367112,
225,Lying,1366082,1367122,
225,Lying,1366082,1367136,
225,Lying,1366082,1367151,
225,Lying,1366082,1367164,
225,Lying,1366082,1367181,
225,Lying,1366082,1367194,
225,Lying,1366082,1367204,
225,Lying,1366082,1367220,
225,Lying,1366082,1367233,
225,Lying,1366082,1367246,
225,Lying,1366082,1367263,
225,Lying,1366082,1367275,
225,Lying,1366082,1367291,
225,Lying,1366082,1367305,
225,Lying,1366082,1367315,
225,Lying,1366082,1367330,
225,Lying,1366082,1367344,
225,Lying,1366082,1367360,
225,Lying,1366082,1367373,
225,Lying,1366082,1367386,
225,Lying,1366082,1367402,
225,Lying,1366082,1367415,
225,Lying,1366082,1367431,
225,Lying,1366082,1367442,
225,Lying,1366082,1367454,
225,Lying,1366082,1367471,
225,Lying,1366082,1367484,
225,Lying,1366082,1367497,
225,Lying,1366082,1367513,
225,Lying,1366082,1367526,
225,Lying,1366082,1367541,
225,Lying,1366082,1367553,
225,Lying,1366082,1367565,
225,Lying,1366082,1367581,
225,Lying,1366082,1367597,
225,Lying,1366082,1367610,
225,Lying,1366082,1367623,
225,Lying,1366082,1367633,
225,Lying,1366082,1367652,
225,Lying,1366082,1367663,
225,Lying,1366082,1367676,
225,Lying,1366082,1367692,
225,Lying,1366082,1367705,
225,Lying,1366082,1367720,
225,Lying,1366082,1367734,
225,Lying,1366082,1367762,
225,Lying,1366082,1367774,
225,Lying,1370527,1370537,
225,Lying,1370527,1370556,
225,Lying,1370527,1370566,
225,Lying,1370527,1370579,
225,Lying,1370527,1370596,
225,Lying,1370527,1370609,
225,Lying,1370527,1370619,
225,Lying,1370527,1370638,
225,Lying,1370527,1370648,
225,Lying,1370527,1370661,
225,Lying,1370527,1370677,
225,Lying,1370527,1370690,
225,Lying,1370527,1370706,
225,Lying,1370527,1370720,
225,Lying,1370527,1370730,
225,Lying,1370527,1370748,
225,Lying,1370527,1370759,
225,Lying,1370527,1370775,
225,Lying,1370527,1370788,
225,Lying,1370527,1370801,
225,Lying,1370527,1370817,
225,Lying,1370527,1370830,
225,Lying,1370527,1370846,
225,Lying,1370527,1370859,
225,Lying,1370527,1370869,
225,Lying,1370527,1370886,
225,Lying,1370527,1370899,
225,Lying,1370527,1370911,
225,Lying,1370527,1370928,
225,Lying,1370527,1370941,
225,Lying,1370527,1370956,
225,Lying,1370527,1370970,
225,Lying,1370527,1370986,
225,Lying,1370527,1370996,
225,Lying,1370527,1371010,
225,Lying,1370527,1371025,
225,Lying,1370527,1371038,
225,Lying,1370527,1371054,
225,Lying,1370527,1371067,
225,Lying,1370527,1371078,
225,Lying,1370527,1371097,
225,Lying,1370527,1371107,
225,Lying,1370527,1371120,
225,Lying,1370527,1371136,
225,Lying,1370527,1371149,
225,Lying,1370527,1371165,
225,Lying,1370527,1371177,
225,Lying,1370527,1371189,
225,Lying,1370527,1371207,
225,Lying,1370527,1371217,
225,Lying,1370527,1371236,
225,Lying,1370527,1371246,
225,Lying,1370527,1371259,
225,Lying,1370527,1371276,
225,Lying,1370527,1371288,
225,Lying,1370527,1371299,
225,Lying,1370527,1371318,
225,Lying,1370527,1371328,
225,Lying,1370527,1371346,
225,Lying,1370527,1371357,
225,Lying,1370527,1371373,
225,Lying,1370527,1371386,
225,Lying,1370527,1371400,
225,Lying,1370527,1371415,
225,Lying,1370527,1371428,
225,Lying,1370527,1371439,
225,Lying,1370527,1371455,
225,Lying,1370527,1371467,
225,Lying,1370527,1371484,
225,Lying,1370527,1371497,
225,Lying,1370527,1371510,
225,Lying,1370527,1371526,
225,Lying,1370527,1371542,
225,Lying,1370527,1371554,
225,Lying,1370527,1371566,
225,Lying,1370527,1371579,
225,Lying,1373025,1373036,
225,Lying,1373025,1373054,
225,Lying,1373025,1373065,
225,Lying,1373025,1373078,
225,Lying,1373025,1373093,
225,Lying,1373025,1373107,
225,Lying,1373025,1373122,
225,Lying,1373025,1373135,
225,Lying,1373025,1373147,
225,Lying,1373025,1373165,
225,Lying,1373025,1373175,
225,Lying,1373025,1373189,
225,Lying,1373025,1373204,
225,Lying,1373025,1373234,
225,Lying,1373025,1373249,
225,Lying,1373025,1373262,
225,Lying,1373025,1373273,
225,Lying,1373025,1373286,
225,Lying,1373025,1373301,
225,Lying,1373025,1373315,
225,Lying,1373025,1373328,
225,Lying,1373025,1373344,
225,Lying,1373025,1373357,
225,Lying,1373025,1373373,
225,Lying,1373025,1373383,
225,Lying,1373025,1373396,
225,Lying,1373025,1373413,
225,Lying,1373025,1373425,
225,Lying,1373025,1373442,
225,Lying,1373025,1373455,
225,Lying,1373025,1373468,
225,Lying,1373025,1373484,
225,Lying,1373025,1373494,
225,Lying,1373025,1373507,
225,Lying,1373025,1373523,
225,Lying,1373025,1373536,
225,Lying,1373025,1373549,
225,Lying,1373025,1373565,
225,Lying,1373025,1373576,
225,Lying,1373025,1373594,
225,Lying,1373025,1373604,
225,Lying,1373025,1373623,
225,Lying,1373025,1373634,
225,Lying,1373025,1373647,
225,Lying,1373025,1373663,
225,Lying,1373025,1373676,
225,Lying,1373025,1373686,
225,Lying,1373025,1373705,
225,Lying,1373025,1373715,
225,Lying,1373025,1373733,
225,Lying,1373025,1373745,
225,Lying,1373025,1373758,
225,Lying,1373025,1373773,
225,Lying,1373025,1373787,
225,Lying,1373025,1373802,
225,Lying,1373025,1373815,
225,Lying,1373025,1373827,
225,Lying,1373025,1373845,
225,Lying,1373025,1373855,
225,Lying,1373025,1373871,
225,Lying,1373025,1373884,
225,Lying,1373025,1373897,
225,Lying,1373025,1373913,
225,Lying,1373025,1373926,
225,Lying,1373025,1373942,
225,Lying,1373025,1373953,
225,Lying,1373025,1373966,
225,Lying,1373025,1373981,
225,Lying,1373025,1373995,
225,Lying,1373025,1374008,
225,Lying,1373025,1374023,
225,Lying,1373025,1374036,
225,Lying,1373025,1374053,
225,Lying,1373025,1374063,
225,Lying,1373025,1374076,
225,Lying,1373025,1374092,
225,Lying,1373025,1374105,
225,Lying,1373025,1374121,
225,Lying,1373025,1374135,
225,Lying,1373025,1374150,
225,Lying,1373025,1374163,
225,Lying,1373025,1374174,
225,Lying,1373025,1374192,
225,Lying,1373025,1374202,
225,Lying,1373025,1374216,
225,Lying,1373025,1374232,
225,Lying,1373025,1374245,
225,Lying,1373025,1374261,
225,Lying,1373025,1374274,
225,Lying,1373025,1374284,
225,Lying,1373025,1374303,
225,Lying,1373025,1374314,
0,Lying,1389077,1389090,
0,Lying,1389077,1389102,
0,Lying,1389077,1389117,
0,Lying,1389077,1389130,
0,Lying,1389077,1389144,
0,Lying,1389077,1389159,
0,Lying,1389077,1389172,
0,Lying,1389077,1389182,
0,Lying,1389077,1389199,
0,Lying,1389077,1389212,
0,Lying,1389077,1389225,
0,Lying,1389077,1389241,
0,Lying,1389077,1389254,
0,Lying,1389077,1389270,
0,Lying,1389077,1389283,
0,Lying,1389077,1389293,
0,Lying,1389077,1389309,
0,Lying,1389077,1389323,
0,Lying,1389077,1389338,
0,Lying,1389077,1389351,
0,Lying,1389077,1389365,
0,Lying,1389077,1389380,
0,Lying,1389077,1389396,
0,Lying,1389077,1389420,
0,Lying,1389077,1389438,
0,Lying,1389077,1389449,
0,Lying,1389077,1389462,
0,Lying,1389077,1389478,
0,Lying,1389077,1389491,
0,Lying,1389077,1389502,
0,Lying,1389077,1389520,
0,Lying,1389077,1389531,
0,Lying,1389077,1389549,
0,Lying,1389077,1389559,
0,Lying,1389077,1389573,
0,Lying,1389077,1389589,
0,Lying,1389077,1389602,
0,Lying,1389077,1389613,
0,Lying,1389077,1389631,
0,Lying,1389077,1389641,
0,Lying,1389077,1389660,
0,Lying,1389077,1389670,
0,Lying,1389077,1389683,
0,Lying,1389077,1389700,
0,Lying,1389077,1389713,
0,Lying,1389077,1389723,
0,Lying,1389077,1389742,
0,Lying,1389077,1389752,
0,Lying,1389077,1389770,
0,Lying,1389077,1389780,
0,Lying,1389077,1389794,
0,Lying,1389077,1389810,
0,Lying,1389077,1389824,
0,Lying,1389077,1389839,
0,Lying,1389077,1389852,
0,Lying,1389077,1389862,
0,Lying,1389077,1389879,
0,Lying,1389077,1389892,
0,Lying,1389077,1389907,
0,Lying,1389077,1389921,
0,Lying,1389077,1389934,
0,Lying,1389077,1389949,
0,Lying,1389077,1389963,
0,Lying,1389077,1389978,
0,Lying,1389077,1389989,
0,Lying,1389077,1390003,
0,Lying,1389077,1390018,
0,Lying,1389077,1390031,
0,Lying,1389077,1390045,
0,Lying,1389077,1390060,
0,Lying,1389077,1390073,
0,Lying,1389077,1390090,
0,Lying,1389077,1390100,
0,Lying,1389077,1390115,
0,Lying,1389077,1390129,
0,Lying,1389077,1390142,
0,Lying,1389077,1390157,
0,Lying,1389077,1390171,
0,Lying,1389077,1390182,
0,Lying,1389077,1390200,
0,Lying,1389077,1390211,
0,Lying,1389077,1390229,
0,Lying,1389077,1390239,
0,Lying,1389077,1390253,
0,Lying,1389077,1390269,
0,Lying,1389077,1390281,
0,Lying,1389077,1390298,
0,Lying,1389077,1390311,
0,Lying,1389077,1390321,
0,Lying,1389077,1390340,
0,Lying,1389077,1390350,
0,Lying,1389077,1390366,
0,Lying,1389077,1390380,
0,Lying,1389077,1390392,
0,Lying,1389077,1390408,
0,Lying,1389077,1390422,
0,Lying,1389077,1390432,
0,Lying,1389077,1390448,
0,Lying,1389077,1390460,
0,Lying,1389077,1390477,
0,Lying,1389077,1390490,
0,Lying,1389077,1390503,
0,Lying,1389077,1390519,
0,Lying,1389077,1390532,
0,Lying,1389077,1390547,
0,Lying,1389077,1390559,
0,Lying,1389077,1390571,
0,Lying,1389077,1390587,
0,Lying,1389077,1390601,
0,Lying,1389077,1390616,
0,Lying,1389077,1390629,
0,Lying,1389077,1390643,
0,Lying,1389077,1390658,
0,Lying,1389077,1390669,
0,Lying,1389077,1390688,
0,Lying,1389077,1390698,
0,Lying,1389077,1390711,
0,Lying,1389077,1390727,
0,Lying,1389077,1390740,
0,Lying,1389077,1390756,
0,Lying,1389077,1390769,
0,Lying,1389077,1390780,
0,Lying,1389077,1390798,
0,Lying,1389077,1390809,
0,Lying,1389077,1390824,
0,Lying,1389077,1390837,
0,Lying,1389077,1390851,
0,Lying,1389077,1390867,
0,Lying,1389077,1390880,
0,Lying,1389077,1390896,
0,Lying,1389077,1390909,
0,Lying,1389077,1390919,
0,Lying,1389077,1390936,
0,Lying,1389077,1390948,
0,Lying,1389077,1390964,
0,Lying,1389077,1390978,
0,Lying,1389077,1390991,
0,Lying,1389077,1391006,
0,Lying,1389077,1391020,
0,Lying,1389077,1391030,
0,Lying,1389077,1391046,
0,Lying,1389077,1391059,
0,Lying,1389077,1391075,
0,Lying,1389077,1391088,
