time, Pitch, Yaw, Roll
15.39291, -10.22518, -35.34802, 4.10093
15.42301, -10.27326, -35.65747, 4.223269
15.45119, -10.31368, -35.91148, 4.346768
15.47755, -10.34906, -36.1038, 4.473783
15.50563, -10.4199, -36.22383, 4.594527
15.52783, -10.51786, -36.28288, 4.722773
15.55952, -10.62949, -36.29562, 4.836306
15.58605, -10.75925, -36.26413, 4.96345
15.61501, -10.89361, -36.18919, 5.083457
15.64281, -11.04227, -36.09833, 5.205787
15.67078, -11.21577, -35.96978, 5.371041
15.69854, -11.41963, -35.8455, 5.558059
15.72757, -11.59795, -35.74725, 5.730187
15.75561, -11.73793, -35.67865, 5.87453
15.78373, -11.83859, -35.65548, 6.006585
15.81166, -11.8809, -35.65998, 6.099115
15.83914, -11.8682, -35.68689, 6.166946
15.86739, -11.83578, -35.73288, 6.230895
15.89559, -11.80435, -35.79851, 6.311804
15.92332, -11.77806, -35.86544, 6.395128
15.95168, -11.76715, -35.93787, 6.477445
15.97875, -11.7679, -35.99859, 6.55957
16.00715, -11.80507, -36.03862, 6.661913
16.03402, -11.853, -36.07827, 6.777807
16.06134, -11.91507, -36.09656, 6.898447
16.08969, -11.99349, -36.10225, 7.031181
16.11706, -12.08191, -36.10543, 7.166452
16.14657, -12.16168, -36.08747, 7.283218
16.17408, -12.20479, -36.07253, 7.378047
16.20828, -12.22892, -36.06104, 7.457879
16.22819, -12.23791, -36.0453, 7.537676
16.25783, -12.22652, -36.03952, 7.615921
16.28583, -12.22732, -36.04261, 7.712077
16.31271, -12.2323, -36.05545, 7.822026
16.34064, -12.2309, -36.07534, 7.929147
16.36882, -12.24461, -36.10128, 8.039882
16.39636, -12.27581, -36.12615, 8.161062
16.42354, -12.31147, -36.15942, 8.291666
16.45104, -12.37836, -36.17541, 8.409126
16.47893, -12.43925, -36.19081, 8.533983
16.50658, -12.48715, -36.20287, 8.661703
16.5355, -12.53358, -36.20553, 8.776351
16.56367, -12.55286, -36.20402, 8.876638
16.59516, -12.56613, -36.20559, 8.965981
16.62059, -12.59127, -36.19794, 9.042136
16.64517, -12.59424, -36.18314, 9.08651
16.67361, -12.58207, -36.15958, 9.113696
16.69843, -12.56114, -36.14559, 9.129702
16.7271, -12.53375, -36.13237, 9.131315
16.7548, -12.48432, -36.11071, 9.114945
16.78311, -12.40567, -36.07024, 9.064362
16.8116, -12.32354, -36.01681, 9.009375
16.84053, -12.24432, -35.94422, 8.960151
16.868, -12.18436, -35.88134, 8.937208
16.89599, -12.17199, -35.81991, 8.953372
16.92367, -12.17351, -35.77135, 8.993113
16.95189, -12.18115, -35.75253, 9.06473
16.97947, -12.18761, -35.73772, 9.151134
17.00713, -12.19557, -35.73454, 9.274851
17.03489, -12.21663, -35.72113, 9.421164
17.0683, -12.25525, -35.69762, 9.554894
17.0906, -12.30815, -35.67842, 9.697081
17.11812, -12.36388, -35.66092, 9.842288
17.14522, -12.42723, -35.65031, 9.997786
17.17315, -12.50134, -35.64738, 10.17007
17.20152, -12.58569, -35.65157, 10.3141
17.22946, -12.6667, -35.67371, 10.45058
17.25653, -12.75909, -35.70248, 10.58831
17.28557, -12.86031, -35.72881, 10.72257
17.31344, -12.91943, -35.77216, 10.79426
17.34046, -12.93973, -35.82652, 10.81205
17.36896, -12.94453, -35.89036, 10.79158
17.39641, -12.94532, -35.97126, 10.76483
17.42406, -12.93517, -36.05672, 10.73499
17.45243, -12.93918, -36.14823, 10.73741
17.47997, -12.95867, -36.23925, 10.75943
17.50843, -12.95741, -36.31689, 10.7617
17.53535, -12.9242, -36.39053, 10.73433
17.56338, -12.89232, -36.45221, 10.70499
17.59157, -12.86296, -36.48721, 10.67457
17.61874, -12.82462, -36.4943, 10.62512
17.64669, -12.77994, -36.48778, 10.56382
17.67474, -12.74524, -36.47187, 10.51172
17.70231, -12.70453, -36.44197, 10.45139
17.73091, -12.65301, -36.4114, 10.39065
17.75805, -12.60112, -36.37839, 10.33887
17.78609, -12.54498, -36.35646, 10.28985
17.81359, -12.4845, -36.3419, 10.24131
17.84867, -12.42797, -36.33398, 10.20105
17.8807, -12.38837, -36.3266, 10.17373
17.90005, -12.33531, -36.31509, 10.13044
17.93218, -12.27454, -36.30616, 10.08001
17.9589, -12.23861, -36.28902, 10.0533
17.98426, -12.21413, -36.26517, 10.03691
18.01113, -12.16808, -36.24465, 10.0025
18.03729, -12.12499, -36.22464, 9.977149
18.06438, -12.08955, -36.20578, 9.955285
18.09173, -12.06897, -36.17895, 9.936719
18.11831, -12.03146, -36.14377, 9.921964
18.14632, -11.94469, -36.1192, 9.884115
18.17468, -11.81795, -36.10583, 9.811633
18.2014, -11.69969, -36.11258, 9.749272
18.22976, -11.58534, -36.1272, 9.670689
18.25721, -11.51514, -36.1409, 9.618423
18.28515, -11.5002, -36.14509, 9.623551
18.31307, -11.48717, -36.14356, 9.622693
18.34012, -11.45759, -36.14845, 9.620303
18.36895, -11.41059, -36.1582, 9.610346
18.3967, -11.36226, -36.18219, 9.606868
