time, Pitch, Yaw, Roll
12.78272, -27.492, -45.332, 18.45509
12.81054, -27.43799, -45.34417, 18.45082
12.83784, -27.36525, -45.37502, 18.41099
12.86616, -27.26417, -45.41417, 18.39303
12.89321, -27.19332, -45.42023, 18.36758
12.92113, -27.07648, -45.45168, 18.30358
12.94888, -26.98512, -45.4764, 18.27008
12.97689, -26.90411, -45.51442, 18.24595
13.00477, -26.81105, -45.53873, 18.21385
13.03185, -26.72347, -45.5682, 18.16114
13.05989, -26.59467, -45.59121, 18.09216
13.08825, -26.48535, -45.57178, 18.02583
13.11644, -26.33757, -45.56585, 17.93229
13.14812, -26.2037, -45.54414, 17.82852
13.17495, -26.07914, -45.54419, 17.73005
13.20201, -25.9372, -45.5517, 17.64105
13.22823, -25.81238, -45.58422, 17.53038
13.25612, -25.69558, -45.63641, 17.43176
13.28351, -25.59836, -45.64251, 17.39705
13.31151, -25.5006, -45.62621, 17.30416
13.3376, -25.38003, -45.61129, 17.24107
13.36512, -25.27134, -45.57332, 17.1594
13.39367, -25.11017, -45.54169, 17.08067
13.42107, -24.98233, -45.51684, 16.96537
13.44891, -24.85375, -45.515, 16.87549
13.47624, -24.70692, -45.50484, 16.76572
13.50406, -24.56522, -45.50731, 16.61991
13.53262, -24.41792, -45.48176, 16.48633
13.55968, -24.27561, -45.43228, 16.37977
13.58822, -24.09405, -45.37537, 16.21775
13.61546, -23.85959, -45.32177, 16.03006
13.6431, -23.64457, -45.28663, 15.8594
13.67176, -23.36847, -45.25691, 15.66883
13.6987, -23.10033, -45.21378, 15.41779
13.72696, -22.82123, -45.14698, 15.18874
13.7554, -22.48277, -45.04257, 14.91603
13.78234, -22.12797, -44.93674, 14.59122
13.81068, -21.72246, -44.81519, 14.24642
13.83778, -21.29365, -44.70008, 13.87503
13.86537, -20.871, -44.58984, 13.49917
13.89392, -20.43489, -44.47635, 13.13549
13.92103, -20.04343, -44.33986, 12.78779
13.94891, -19.63692, -44.18805, 12.4457
13.97708, -19.18938, -44.04733, 12.05905
14.00459, -18.77101, -43.91331, 11.68908
14.033, -18.33722, -43.79163, 11.32449
14.06015, -17.88651, -43.66742, 10.96686
14.08846, -17.44761, -43.52672, 10.59587
14.1154, -16.97303, -43.39169, 10.23059
14.14335, -16.54649, -43.24031, 9.884494
14.17163, -16.11201, -43.08371, 9.527266
14.20095, -15.63148, -42.93086, 9.136564
14.22714, -15.18483, -42.7634, 8.758808
14.25435, -14.73377, -42.59274, 8.409476
14.28256, -14.30542, -42.41579, 8.118176
14.31232, -13.85876, -42.22602, 7.776879
14.34021, -13.3849, -42.03885, 7.451693
14.36746, -12.93883, -41.84763, 7.139959
14.39401, -12.47054, -41.65821, 6.836327
14.42203, -12.04794, -41.47045, 6.562111
14.44872, -11.6442, -41.27188, 6.307547
14.47651, -11.20644, -41.05126, 6.048507
14.50471, -10.78589, -40.83519, 5.777264
14.53715, -10.37898, -40.59443, 5.516261
14.53715, -9.994342, -40.3376, 5.279342
14.5673, -9.6004, -40.0397, 5.02387
14.59348, -9.204556, -39.76172, 4.793218
14.62203, -8.824923, -39.48703, 4.570719
14.64946, -8.476743, -39.20935, 4.365427
