Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
180,2,63.84482,(340.80* 345.20* 0.00),0.9999074,-14.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.8723,(341.40* 343.40* 0.00),1.599908,-16.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.90031,(342.20* 340.80* 0.00),2.399906,-19.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.92227,(342.60* 339.00* 0.00),2.799903,-20.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.94285,(343.00* 337.00* 0.00),3.199905,-22.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.96935,(343.60* 335.60* 0.00),3.799906,-24.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,63.99845,(344.40* 333.80* 0.00),4.599906,-26.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.02631,(345.20* 331.80* 0.00),5.399904,-28.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.05254,(345.80* 328.40* 0.00),5.999903,-31.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.08093,(346.40* 325.00* 0.00),6.599904,-35,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.10881,(346.80* 323.00* 0.00),6.999903,-36.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.13676,(347.00* 321.60* 0.00),7.199902,-38.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.16432,(347.40* 320.20* 0.00),7.599902,-39.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.19148,(347.60* 318.60* 0.00),7.799901,-41.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.22025,(348.00* 317.00* 0.00),8.1999,-42.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.24678,(348.20* 315.00* 0.00),8.399899,-44.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.27566,(348.60* 313.00* 0.00),8.799901,-46.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.30281,(348.60* 311.80* 0.00),8.799902,-48.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.33047,(348.80* 311.00* 0.00),8.999902,-48.99997,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.35883,(349.00* 310.60* 0.00),9.199902,-49.39996,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.38599,(349.40* 309.40* 0.00),9.599899,-50.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.41366,(349.60* 307.40* 0.00),9.799899,-52.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,2,64.44141,(349.80* 305.80* 0.00),9.999899,-54.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.85896,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.88627,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.91505,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.94205,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.96976,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,65.99718,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.02527,(340.80* 1.40* 0.00),0.9998949,1.400013,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.05424,(340.80* 0.60* 0.00),0.9998936,0.6000128,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.0807,(340.80* 357.80* 0.00),0.9998944,-2.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.10771,(341.00* 354.00* 0.00),1.199895,-6,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.1363,(341.60* 350.80* 0.00),1.799896,-9.199982,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.16419,(342.00* 347.80* 0.00),2.199897,-12.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.19179,(342.60* 344.60* 0.00),2.799896,-15.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.21958,(343.20* 342.20* 0.00),3.399898,-17.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.24738,(343.80* 340.20* 0.00),3.999897,-19.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.27517,(344.40* 338.20* 0.00),4.599901,-21.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.30268,(344.80* 335.20* 0.00),4.999896,-24.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.33075,(345.40* 331.80* 0.00),5.599897,-28.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.35822,(346.00* 328.80* 0.00),6.199895,-31.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.38599,(346.40* 325.80* 0.00),6.599896,-34.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.41369,(346.60* 323.00* 0.00),6.799896,-37,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.44139,(347.00* 320.80* 0.00),7.199898,-39.19998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.47066,(347.40* 319.40* 0.00),7.599897,-40.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.49687,(347.80* 317.60* 0.00),7.999895,-42.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.52472,(347.80* 315.60* 0.00),7.999896,-44.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.5524,(348.00* 314.00* 0.00),8.199895,-46,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.58057,(348.20* 313.60* 0.00),8.399895,-46.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.60777,(348.40* 312.40* 0.00),8.599895,-47.60001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.63658,(348.80* 309.20* 0.00),8.999896,-50.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
180,3,66.66377,(349.40* 306.40* 0.00),9.599895,-53.59998,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
