Direction,Count,Time,TrunkPolar,TrunkAzimuth,TrunkPolar,TrunkAzimuth
45,2,95.93429,-30.66462,60.62869,0,0,
45,2,95.95735,-31.37113,60.01107,0,0,
45,2,95.99079,-33.14119,58.61796,0,0,
45,2,96.01768,-33.53514,57.55289,0,0,
45,2,96.04551,-34.66166,55.90822,0,0,
45,2,96.07243,-35.00578,54.39088,0,0,
45,2,96.12218,-35.96656,52.68731,0,0,
45,2,96.1429,-37.13042,49.68843,0,0,
45,2,96.17426,-36.62942,48.74184,0,0,
45,2,96.20085,-37.03355,47.45513,0,0,
45,2,96.2265,-37.56534,46.11774,0,0,
45,2,96.25668,-37.4533,45.40654,0,0,
45,2,96.2818,-37.92544,44.2806,0,0,
45,2,96.30748,-38.36073,43.09005,0,0,
45,2,96.33547,-38.31977,42.18217,0,0,
45,2,96.36173,-38.57397,41.23328,0,0,
45,2,96.39012,-38.94831,39.70375,0,0,
45,2,96.41993,-38.44016,39.24985,0,0,
45,2,96.44525,-38.17838,38.34693,0,0,
45,2,96.47308,-38.09841,37.53897,0,0,
45,2,96.50076,-37.71587,37.37215,0,0,
45,2,96.52871,-37.5371,36.99326,0,0,
45,2,96.55684,-37.21409,36.52085,0,0,
45,3,100.0364,-3.985502,70.43621,0,0,
45,3,100.059,-3.932807,70.28187,0,0,
45,3,100.0883,-3.981102,70.19072,0,0,
45,3,100.1171,-4.05268,70.30045,0,0,
45,3,100.1425,-4.181815,70.35761,0,0,
45,3,100.1751,-4.441585,70.36328,0,0,
45,3,100.1978,-4.611615,70.60736,0,0,
45,3,100.2249,-4.825859,70.62829,0,0,
45,3,100.2526,-5.057728,70.38743,0,0,
45,3,100.2807,-5.067625,70.31676,0,0,
45,3,100.3101,-5.194541,70.2594,0,0,
45,3,100.336,-5.366372,70.18673,0,0,
45,3,100.3632,-5.354707,70.19602,0,0,
45,3,100.395,-5.572171,70.13068,0,0,
45,3,100.4194,-5.738882,70.12426,0,0,
45,3,100.4464,-5.814985,70.0807,0,0,
45,3,100.475,-6.091429,69.91084,0,0,
45,3,100.5025,-6.851068,70.02808,0,0,
45,3,100.53,-7.226198,70.22365,0,0,
45,3,100.5582,-8.143997,70.21449,0,0,
45,3,100.5861,-8.426348,70.23522,0,0,
45,3,100.6138,-8.676925,70.17891,0,0,
45,3,100.6416,-9.103225,70.02426,0,0,
45,3,100.6695,-9.901558,70.02035,0,0,
45,3,100.6985,-11.32019,69.83978,0,0,
45,3,100.7253,-13.42113,69.59512,0,0,
45,3,100.7522,-14.74977,69.07111,0,0,
45,3,100.7812,-16.7289,68.19889,0,0,
45,3,100.8084,-19.2373,67.54173,0,0,
45,3,100.8356,-21.08538,66.71911,0,0,
45,3,100.8643,-23.46606,65.5591,0,0,
45,3,100.8912,-25.15798,64.88924,0,0,
45,3,100.9341,-28.63166,63.19204,0,0,
45,3,100.9622,-30.9901,61.89825,0,0,
45,3,100.9895,-32.96135,60.55114,0,0,
45,3,101.0176,-34.71688,59.10463,0,0,
45,3,101.0461,-36.39148,57.72583,0,0,
45,3,101.0744,-37.02756,56.31718,0,0,
45,3,101.1006,-38.00761,55.14869,0,0,
45,3,101.1265,-38.60731,54.39724,0,0,
45,3,101.1547,-39.01216,52.72955,0,0,
45,3,101.1832,-38.79399,51.34644,0,0,
45,3,101.2102,-38.83303,49.587,0,0,
45,3,101.2391,-38.60021,47.50932,0,0,
45,3,101.2666,-37.99917,45.71777,0,0,
45,3,101.2949,-38.02755,43.72833,0,0,
45,3,101.3215,-37.43616,41.96937,0,0,
45,3,101.3497,-36.6172,40.09134,0,0,
45,3,101.3777,-36.15488,38.53492,0,0,
0,0,101.4054,-35.82231,37.5047,0,0,
0,1,140.4164,-2.523005,69.50132,0,0,
0,1,140.4446,-2.501971,69.52852,0,0,
0,1,140.4715,-2.446846,69.50119,0,0,
0,1,140.4919,-2.436785,69.46004,0,0,
0,1,140.5139,-2.443127,69.44072,0,0,
0,1,140.5453,-2.43105,69.4725,0,0,
0,1,140.5695,-2.408094,69.48423,0,0,
0,1,140.5986,-2.465664,69.51572,0,0,
0,1,140.6255,-2.466824,69.53466,0,0,
0,1,140.6532,-2.429176,69.51697,0,0,
0,1,140.6806,-2.404364,69.53803,0,0,
0,1,140.7084,-2.392712,69.54413,0,0,
0,1,140.7365,-2.446887,69.51402,0,0,
0,1,140.7646,-2.44993,69.48734,0,0,
0,1,140.7943,-2.46602,69.46182,0,0,
0,1,140.8204,-2.466392,69.48782,0,0,
0,1,140.8468,-2.546278,69.52438,0,0,
0,1,140.8737,-2.568073,69.55914,0,0,
0,1,140.9031,-2.552574,69.54875,0,0,
0,1,140.9335,-2.591181,69.5684,0,0,
0,1,140.9594,-2.666621,69.66117,0,0,
0,1,140.998,-2.953519,69.96332,0,0,
0,1,141.0255,-3.157512,70.13139,0,0,
0,1,141.0538,-3.37973,70.22713,0,0,
0,1,141.0822,-3.987435,70.52241,0,0,
0,1,141.1101,-4.633463,71.0099,0,0,
0,1,141.138,-5.225025,71.35139,0,0,
0,1,141.1663,-6.352678,71.7249,0,0,
0,1,141.194,-7.715774,72.11508,0,0,
0,1,141.2218,-9.053491,72.1801,0,0,
0,1,141.2497,-13.30635,72.52396,0,0,
0,1,141.2769,-17.13222,72.18343,0,0,
0,1,141.3051,-22.46793,71.63082,0,0,
0,1,141.3325,-32.72979,70.10557,0,0,
0,1,141.3607,-35.25097,69.12598,0,0,
0,1,141.3877,-40.13744,67.08913,0,0,
0,1,141.4164,-43.58806,65.41079,0,0,
0,1,141.4444,-46.06655,63.38741,0,0,
0,1,141.4717,-48.86768,61.04189,0,0,
0,1,141.5,-51.50825,58.78276,0,0,
0,1,141.5274,-53.30875,55.59339,0,0,
0,1,141.5555,-54.47377,52.76864,0,0,
0,1,141.5827,-55.57685,49.4506,0,0,
0,1,141.6109,-56.4103,46.41891,0,0,
0,1,141.6385,-57.68485,43.93517,0,0,
0,1,141.6666,-59.65129,39.99866,0,0,
0,1,141.694,-60.77091,37.41496,0,0,
0,1,141.7221,-61.74976,35.4928,0,0,
0,1,141.7495,-62.80704,33.57549,0,0,
0,1,141.778,-63.73094,33.12609,0,0,
0,1,141.8053,-64.9723,33.40857,0,0,
0,1,141.8329,-65.94287,33.8447,0,0,
0,1,141.8676,-66.77108,34.18791,0,0,
0,1,141.8914,-67.55277,34.37727,0,0,
0,1,141.9344,-69.12467,34.91177,0,0,
0,1,141.9582,-69.9159,35.5231,0,0,
0,1,141.9848,-70.01589,36.47081,0,0,
0,1,142.0148,-69.53243,37.13393,0,0,
0,1,142.0415,-69.34635,37.22868,0,0,
0,1,142.068,-69.32962,37.2009,0,0,
0,1,142.0964,-69.3599,36.98272,0,0,
0,1,142.1243,-69.72968,36.25481,0,0,
0,1,142.1522,-70.689,35.00428,0,0,
0,1,142.1802,-71.77385,33.47477,0,0,
0,1,142.2078,-73.3884,32.3132,0,0,
0,1,142.2357,-74.64551,31.62297,0,0,
0,1,142.2632,-75.49445,31.23849,0,0,
0,1,142.2923,-76.46812,31.40823,0,0,
0,1,142.3195,-76.87414,31.8603,0,0,
0,1,142.3472,-76.49686,32.65392,0,0,
0,1,142.3744,-76.55821,33.75813,0,0,
0,1,142.4029,-76.74081,35.04285,0,0,
0,2,144.6946,-5.407725,69.31662,0,0,
0,2,144.7221,-5.376337,69.33803,0,0,
0,2,144.7546,-5.355309,69.33521,0,0,
0,2,144.7791,-5.309489,69.29008,0,0,
0,2,144.82,-5.351299,69.26338,0,0,
0,2,144.8467,-5.425978,69.29877,0,0,
0,2,144.8748,-5.45154,69.25389,0,0,
0,2,144.9024,-5.373464,69.18864,0,0,
0,2,144.9296,-5.321056,69.15687,0,0,
0,2,144.9579,-5.196428,69.09225,0,0,
0,2,144.986,-5.164562,69.09483,0,0,
0,2,145.0144,-5.118956,69.14642,0,0,
0,2,145.0439,-5.165798,69.25105,0,0,
0,2,145.0712,-5.252348,69.26395,0,0,
0,2,145.0977,-5.411055,69.34117,0,0,
0,2,145.1228,-5.271334,69.5692,0,0,
0,2,145.1503,-5.991393,69.99667,0,0,
0,2,145.1789,-6.575705,70.5443,0,0,
0,2,145.2071,-7.823375,71.4589,0,0,
0,2,145.235,-10.21585,72.37169,0,0,
0,2,145.2634,-13.25777,73.02336,0,0,
0,2,145.2911,-20.02678,73.26791,0,0,
0,2,145.3187,-29.78828,72.20141,0,0,
0,2,145.3473,-38.92208,70.54164,0,0,
0,2,145.3744,-47.82457,67.77865,0,0,
0,2,145.4021,-55.95691,64.2009,0,0,
0,2,145.4302,-60.30867,59.96794,0,0,
0,2,145.4577,-63.70026,54.28852,0,0,
0,2,145.4883,-66.01951,49.29782,0,0,
0,2,145.5141,-67.34579,43.63333,0,0,
0,2,145.5403,-68.13734,38.80875,0,0,
0,2,145.5683,-69.56198,34.907,0,0,
0,2,145.5965,-71.30203,31.66474,0,0,
0,2,145.624,-71.93427,29.94367,0,0,
0,2,145.6519,-72.7921,28.76184,0,0,
0,2,145.68,-73.8759,28.28524,0,0,
0,2,145.7071,-74.82803,27.98697,0,0,
0,2,145.7357,-74.85925,27.60772,0,0,
0,2,145.7634,-75.40863,26.89966,0,0,
0,2,145.7917,-75.99091,25.82754,0,0,
0,2,145.8197,-76.59517,24.53759,0,0,
0,2,145.8472,-76.68276,23.38213,0,0,
0,2,145.8705,-76.34619,23.18086,0,0,
0,2,145.9043,-75.95573,23.10592,0,0,
0,2,145.9304,-75.1989,24.31544,0,0,
0,2,145.9584,-74.08014,26.42064,0,0,
0,2,145.9872,-73.0514,28.28615,0,0,
0,2,146.0132,-72.16177,29.80769,0,0,
0,2,146.0409,-70.8267,31.49255,0,0,
0,2,146.0711,-69.85642,32.768,0,0,
0,2,146.0968,-69.81119,33.9602,0,0,
0,2,146.1237,-69.80272,34.97248,0,0,
0,2,146.1517,-70.38365,35.15934,0,0,
0,2,146.1799,-71.60361,36.04131,0,0,
0,3,149.5679,-1.241585,69.0428,0,0,
0,3,149.5956,-1.319632,68.93954,0,0,
0,3,149.6233,-1.391227,68.87791,0,0,
0,3,149.6509,-1.46354,68.86015,0,0,
0,3,149.6825,-1.591439,68.83858,0,0,
0,3,149.7202,-1.890891,68.81863,0,0,
0,3,149.7476,-2.001918,68.83392,0,0,
0,3,149.7756,-2.061751,68.89804,0,0,
0,3,149.8041,-2.175937,68.85346,0,0,
0,3,149.8331,-2.463573,68.92671,0,0,
0,3,149.8595,-2.94254,69.61925,0,0,
0,3,149.8881,-3.674246,70.35803,0,0,
0,3,149.9081,-4.352123,70.55374,0,0,
0,3,149.9293,-5.513361,71.13156,0,0,
0,3,149.9564,-6.932282,71.55439,0,0,
0,3,149.9843,-9.205805,71.64846,0,0,
0,3,150.0124,-12.28374,71.68391,0,0,
0,3,150.0429,-16.6288,71.10632,0,0,
0,3,150.0687,-21.18093,70.60785,0,0,
0,3,150.095,-26.43981,70.26958,0,0,
0,3,150.123,-32.34425,69.22609,0,0,
0,3,150.1519,-37.81764,67.5202,0,0,
0,3,150.1783,-41.82633,66.01167,0,0,
0,3,150.2066,-45.71201,64.14355,0,0,
0,3,150.2344,-49.06758,62.33206,0,0,
0,3,150.2622,-52.93296,60.47718,0,0,
0,3,150.2898,-55.90495,58.22155,0,0,
0,3,150.3183,-59.38748,55.43449,0,0,
0,3,150.3458,-62.38057,52.56256,0,0,
0,3,150.3745,-64.72874,49.65369,0,0,
0,3,150.4013,-66.70213,47.12022,0,0,
0,3,150.4293,-68.82618,44.12582,0,0,
0,3,150.4573,-70.76701,41.77859,0,0,
0,3,150.485,-72.00465,39.5305,0,0,
270,1,162.1413,-3.543475,70.76604,0,0,
270,1,162.1706,-3.533087,70.78047,0,0,
270,1,162.1951,-3.555403,70.77831,0,0,
270,1,162.2222,-3.60029,70.76647,0,0,
270,1,162.2486,-3.622631,70.75725,0,0,
270,1,162.277,-3.52191,70.72596,0,0,
270,1,162.3045,-3.460928,70.71413,0,0,
270,1,162.3319,-3.37663,70.67179,0,0,
270,1,162.362,-3.339581,70.64228,0,0,
270,1,162.388,-3.345795,70.63899,0,0,
270,1,162.4147,-3.304919,70.65865,0,0,
270,1,162.4368,-3.352655,70.68827,0,0,
270,1,162.4699,-3.418547,70.73389,0,0,
270,1,162.4976,-3.386493,70.75372,0,0,
270,1,162.5251,-3.404722,70.73938,0,0,
270,1,162.5534,-3.401915,70.71555,0,0,
270,1,162.581,-3.356043,70.71983,0,0,
270,1,162.609,-3.317575,70.71208,0,0,
270,1,162.6376,-3.273092,70.6293,0,0,
270,1,162.6644,-3.271645,70.62014,0,0,
270,1,162.6922,-3.276376,70.68968,0,0,
270,1,162.7207,-3.207963,70.76532,0,0,
270,1,162.7482,-3.128803,70.80855,0,0,
270,1,162.7803,-3.098788,70.80332,0,0,
270,1,162.8042,-3.087226,70.80154,0,0,
270,1,162.8333,-3.063498,70.80409,0,0,
270,1,162.8605,-2.747351,70.79472,0,0,
270,1,162.8872,-2.64406,70.90976,0,0,
270,1,162.916,-2.378127,71.61982,0,0,
270,1,162.9452,-2.114512,72.21072,0,0,
270,1,162.9708,-2.43146,72.71271,0,0,
270,1,162.9979,-2.65318,73.85596,0,0,
270,1,163.0244,-2.759035,74.62227,0,0,
270,1,163.0529,-3.067923,74.94767,0,0,
270,1,163.0806,-2.911516,75.71862,0,0,
270,1,163.1095,-4.391692,76.79216,0,0,
270,1,163.1367,-7.758595,78.37943,0,0,
270,1,163.1641,-8.847743,80.13999,0,0,
270,1,163.1923,-13.41167,82.09152,0,0,
270,1,163.2203,-17.27659,83.95224,0,0,
270,1,163.248,-23.94855,85.78928,0,0,
270,1,163.2758,-44.37379,87.71262,0,0,
270,1,163.3052,56.49729,88.75008,0,0,
270,1,163.331,10.62681,87.06188,0,0,
270,1,163.3586,1.112684,84.79485,0,0,
270,1,163.3885,-4.757617,82.41998,0,0,
270,1,163.4147,-4.922132,80.05244,0,0,
270,1,163.4442,-5.167545,77.99523,0,0,
270,2,165.6221,-3.35835,70.97037,0,0,
270,2,165.6491,-3.312164,70.95332,0,0,
270,2,165.683,-3.230217,70.92089,0,0,
270,2,165.7055,-3.225955,70.86111,0,0,
270,2,165.7332,-3.053408,70.76337,0,0,
270,2,165.761,-3.015563,70.60415,0,0,
270,2,165.7888,-2.998382,70.50457,0,0,
270,2,165.8196,-3.023072,70.5027,0,0,
270,2,165.8461,-2.969183,70.53745,0,0,
270,2,165.8721,-3.001578,70.58373,0,0,
270,2,165.8993,-2.946546,70.56545,0,0,
270,2,165.9276,-2.951737,70.50099,0,0,
270,2,165.9555,-3.031351,70.50603,0,0,
270,2,165.9835,-2.857979,70.55458,0,0,
270,2,166.0107,-3.030961,70.48121,0,0,
270,2,166.0386,-3.533958,70.51723,0,0,
270,2,166.0665,-3.377769,70.78403,0,0,
270,2,166.0941,-3.659363,71.29901,0,0,
270,2,166.1221,-3.589765,71.67492,0,0,
270,2,166.1499,-3.528827,72.07034,0,0,
270,2,166.1783,-3.972025,72.9231,0,0,
270,2,166.2061,-3.405749,73.80157,0,0,
270,2,166.234,-3.125492,74.85382,0,0,
270,2,166.2616,-2.497941,76.28639,0,0,
270,2,166.2888,-0.9499676,77.99304,0,0,
270,2,166.3177,-1.456827,79.46745,0,0,
270,2,166.3468,-1.932174,82.03001,0,0,
270,2,166.389,-2.412098,85.86431,0,0,
270,2,166.4299,40.4479,89.7693,0,0,
270,2,166.455,0.9032673,87.03548,0,0,
270,2,166.4819,1.778697,84.10928,0,0,
270,2,166.5096,0.7597518,81.63255,0,0,
270,2,166.538,1.337766,79.41306,0,0,
270,3,168.3018,-2.223811,70.56606,0,0,
270,3,168.3292,-2.218628,70.64215,0,0,
270,3,168.3578,-2.118355,70.70722,0,0,
270,3,168.3844,-2.177047,70.53339,0,0,
270,3,168.4115,-2.061182,70.35836,0,0,
270,3,168.454,-1.90017,70.4626,0,0,
270,3,168.4815,-1.963282,70.63739,0,0,
270,3,168.5121,-1.762636,71.18703,0,0,
270,3,168.5383,-1.636881,71.73953,0,0,
270,3,168.5678,-2.125728,72.49539,0,0,
270,3,168.5935,-2.45653,73.18113,0,0,
270,3,168.6194,-2.84465,73.76966,0,0,
270,3,168.6474,-4.248559,74.5652,0,0,
270,3,168.6764,-5.935796,75.63886,0,0,
270,3,168.7037,-8.493782,77.04105,0,0,
270,3,168.7314,-13.33033,78.97739,0,0,
270,3,168.7593,-19.4815,80.9697,0,0,
270,3,168.7878,-26.92583,83.24834,0,0,
270,3,168.8156,-43.90936,85.32387,0,0,
270,3,168.8434,-83.73853,86.71831,0,0,
270,3,168.8711,45.41032,85.99205,0,0,
270,3,168.8992,23.5037,83.91299,0,0,
270,3,168.9268,13.22203,81.36697,0,0,
270,3,168.9546,6.939464,78.91077,0,0,
90,1,190.663,-1.268866,71.14849,0,0,
90,1,190.7041,-1.222085,71.28638,0,0,
90,1,190.7316,-1.270613,71.27631,0,0,
90,1,190.7595,-1.292797,71.30303,0,0,
90,1,190.7894,-1.17263,71.2646,0,0,
90,1,190.8165,-1.259607,71.30956,0,0,
90,1,190.843,-1.206503,71.3091,0,0,
90,1,190.8695,-1.17498,71.30233,0,0,
90,1,190.8987,-1.144039,71.2973,0,0,
90,1,190.9258,-1.14105,71.28821,0,0,
90,1,190.9546,-1.123103,71.36694,0,0,
90,1,190.9821,-1.109982,71.371,0,0,
90,1,191.0098,-1.072943,71.36646,0,0,
90,1,191.0374,-1.062774,71.39492,0,0,
90,1,191.0646,-1.02627,71.42658,0,0,
90,1,191.0925,-1.079968,71.40185,0,0,
90,1,191.1209,-1.064842,71.25655,0,0,
90,1,191.1486,-1.071687,71.11258,0,0,
90,1,191.1763,-1.105445,70.77885,0,0,
90,1,191.204,-1.11992,70.08608,0,0,
90,1,191.2317,-1.252091,69.91234,0,0,
90,1,191.2624,-1.206034,69.93056,0,0,
90,1,191.2893,-1.021319,69.23489,0,0,
90,1,191.3155,-1.064722,68.61353,0,0,
90,1,191.3422,-1.062778,68.15802,0,0,
90,1,191.3697,-0.9392908,67.50103,0,0,
90,1,191.3982,-0.8288295,67.02633,0,0,
90,1,191.4263,-0.7179449,66.4447,0,0,
90,1,191.4537,-0.7015011,65.75541,0,0,
90,1,191.4818,-0.6957178,65.31251,0,0,
90,1,191.5104,-0.765069,65.06583,0,0,
90,1,191.5374,-0.832356,64.98677,0,0,
90,1,191.5649,-0.6928964,64.71009,0,0,
90,1,191.5926,-0.5025859,64.08561,0,0,
90,1,191.6209,-0.4136035,63.23649,0,0,
90,1,191.6481,-0.3763843,62.43923,0,0,
90,1,191.6775,-0.2825212,61.70875,0,0,
90,1,191.7039,-0.1509411,61.35343,0,0,
90,1,191.7317,-0.1612315,60.85936,0,0,
90,1,191.7593,-0.1528506,60.20188,0,0,
90,1,191.7883,-0.0736897,59.62072,0,0,
90,1,191.8148,-0.2484725,58.86102,0,0,
90,1,191.8435,-0.3931453,56.9152,0,0,
90,1,191.8705,-0.7326674,54.514,0,0,
90,1,191.8979,-0.6841085,52.40718,0,0,
90,1,191.9261,-0.8498507,50.22738,0,0,
90,1,191.9541,-1.204993,48.00154,0,0,
90,1,191.9817,-1.133689,46.39362,0,0,
90,1,192.0092,-1.288288,45.99512,0,0,
90,1,192.0377,-1.664818,45.44456,0,0,
90,1,192.0654,-1.524432,45.06378,0,0,
90,1,192.0928,-1.422885,44.89694,0,0,
90,1,192.1208,-1.549699,44.0695,0,0,
90,1,192.1487,-1.241674,43.83914,0,0,
90,2,194.0508,-1.552666,69.69431,0,0,
90,2,194.0789,-1.618037,69.74158,0,0,
90,2,194.1066,-1.429667,69.77483,0,0,
90,2,194.1343,-1.588201,69.91221,0,0,
90,2,194.1622,-1.690043,70.07801,0,0,
90,2,194.1905,-1.634907,70.29581,0,0,
90,2,194.2317,-1.739402,70.53525,0,0,
90,2,194.2593,-1.604306,70.39647,0,0,
90,2,194.2879,-1.655071,70.32057,0,0,
90,2,194.315,-1.648915,70.44936,0,0,
90,2,194.3425,-1.548845,70.271,0,0,
90,2,194.3705,-1.495819,69.98217,0,0,
90,2,194.399,-1.346521,69.83479,0,0,
90,2,194.4263,-1.227512,69.12678,0,0,
90,2,194.4538,-1.257575,68.02152,0,0,
90,2,194.4818,-1.093465,67.45393,0,0,
90,2,194.5091,-0.8973587,66.72,0,0,
90,2,194.538,-0.9171059,65.05651,0,0,
90,2,194.5648,-0.8547971,63.73388,0,0,
90,2,194.5923,-0.7497783,63.25185,0,0,
90,2,194.6211,-0.8279297,62.45143,0,0,
90,2,194.6484,-0.7651539,61.36369,0,0,
90,2,194.6765,-0.6570609,60.28122,0,0,
90,2,194.7045,-0.6123762,58.99435,0,0,
90,2,194.7319,-0.5193384,57.775,0,0,
90,2,194.7595,-0.48053,56.52843,0,0,
90,2,194.7874,-0.4386652,55.26722,0,0,
90,2,194.8179,-0.3470595,54.06105,0,0,
90,2,194.8437,-0.3507152,52.83143,0,0,
90,2,194.87,-0.3254266,51.46451,0,0,
90,2,194.8977,-0.2714889,50.25133,0,0,
90,2,194.9259,-0.2260277,48.82603,0,0,
90,2,194.9535,-0.3064175,47.22989,0,0,
90,2,194.9821,0.05053043,46.07682,0,0,
90,2,195.0092,-0.01134205,45.16084,0,0,
90,2,195.0378,-0.05071974,44.00409,0,0,
90,3,197.1886,-1.503118,70.89757,0,0,
90,3,197.2173,-1.668169,70.85765,0,0,
90,3,197.2448,-1.299724,70.9445,0,0,
90,3,197.2771,-1.415039,70.80322,0,0,
90,3,197.3002,-1.344524,70.89611,0,0,
90,3,197.3276,-1.316185,70.91993,0,0,
90,3,197.3556,-1.329556,70.62132,0,0,
90,3,197.3831,-1.379233,70.64501,0,0,
90,3,197.4108,-1.406524,70.54768,0,0,
90,3,197.4386,-1.444345,70.07681,0,0,
90,3,197.4668,-1.278166,69.70499,0,0,
90,3,197.4943,-1.135897,68.9484,0,0,
90,3,197.5239,-1.122388,68.29596,0,0,
90,3,197.5505,-1.129665,67.92384,0,0,
90,3,197.5783,-0.9474165,66.38473,0,0,
90,3,197.6063,-1.113922,64.88444,0,0,
90,3,197.6338,-1.305482,63.80735,0,0,
90,3,197.6566,-1.322908,63.0327,0,0,
90,3,197.6896,-1.37702,60.19955,0,0,
90,3,197.7187,-1.255015,57.7086,0,0,
90,3,197.7442,-1.055779,56.05703,0,0,
90,3,197.7723,-1.049968,55.17558,0,0,
90,3,197.8017,-0.6397998,54.14709,0,0,
90,3,197.8293,-0.4324756,52.36909,0,0,
90,3,197.8692,-0.09641552,49.14026,0,0,
90,3,197.8969,0.1596034,46.27638,0,0,
225,0,197.9237,0.3477008,43.49625,0,0,
225,1,209.3109,-1.880411,69.30673,0,0,
225,1,209.3405,-1.948578,69.38017,0,0,
225,1,209.3671,-1.998518,69.40571,0,0,
225,1,209.3984,-1.866788,69.41606,0,0,
225,1,209.422,-1.831144,69.42419,0,0,
225,1,209.4448,-1.828645,69.4144,0,0,
225,1,209.4776,-1.826308,69.53909,0,0,
225,1,209.5176,-1.808699,69.65063,0,0,
225,1,209.5458,-1.869902,69.6583,0,0,
225,1,209.5735,-1.872583,69.71682,0,0,
225,1,209.6029,-1.937272,69.81156,0,0,
225,1,209.63,-1.979028,69.83721,0,0,
225,1,209.6586,-1.918136,69.84214,0,0,
225,1,209.6862,-1.857407,69.8622,0,0,
225,1,209.7135,-1.796353,69.97112,0,0,
225,1,209.742,-1.519904,70.02578,0,0,
225,1,209.771,-1.36948,70.05115,0,0,
225,1,209.7977,-0.9954379,69.88908,0,0,
225,1,209.8253,-0.5805974,70.00249,0,0,
225,1,209.8533,0.1741467,70.3316,0,0,
225,1,209.8822,0.8278682,70.87614,0,0,
225,1,209.9093,1.314507,71.45361,0,0,
225,1,209.9372,1.890901,71.97378,0,0,
225,1,209.9653,2.94722,72.83865,0,0,
225,1,209.992,3.78195,73.26735,0,0,
225,1,210.0207,3.842075,73.67127,0,0,
225,1,210.0479,4.637295,74.26494,0,0,
225,1,210.0765,7.350315,74.34985,0,0,
225,1,210.1039,12.41934,74.3825,0,0,
225,1,210.1318,19.37979,74.02856,0,0,
225,1,210.1607,28.51333,73.13276,0,0,
225,1,210.1893,37.65981,72.37141,0,0,
225,1,210.2167,46.36436,71.17446,0,0,
225,1,210.2437,54.11948,69.10333,0,0,
225,1,210.2735,60.39254,67.20535,0,0,
225,1,210.2968,64.94621,65.34008,0,0,
225,1,210.3245,68.54848,64.73228,0,0,
225,1,210.3529,71.7225,64.40562,0,0,
225,1,210.3809,74.70316,64.38603,0,0,
225,1,210.4109,77.83652,64.43239,0,0,
225,1,210.4373,81.34603,64.47694,0,0,
225,1,210.4647,84.78944,64.49705,0,0,
225,1,210.4927,87.97878,64.58087,0,0,
225,1,210.5208,91.21703,64.59641,0,0,
225,1,210.5494,-89.09688,64.36641,0,0,
225,1,210.5778,-86.21452,63.99651,0,0,
225,1,210.6042,-83.4826,63.53192,0,0,
225,1,210.6454,-80.65174,61.79419,0,0,
225,1,210.674,-79.0954,60.82023,0,0,
225,1,210.7159,-76.51733,59.68172,0,0,
225,1,210.7586,-73.61438,58.95653,0,0,
225,1,210.784,-72.05925,58.70811,0,0,
225,2,213.423,-6.205592,69.27128,0,0,
225,2,213.4505,-6.08426,69.50815,0,0,
225,2,213.4792,-6.352797,69.76749,0,0,
225,2,213.5197,-6.181077,69.58905,0,0,
225,2,213.548,-5.960696,69.59186,0,0,
225,2,213.576,-5.822145,70.23224,0,0,
225,2,213.6044,-5.754092,70.86845,0,0,
225,2,213.6303,-5.256214,70.83411,0,0,
225,2,213.6587,-5.029412,70.98316,0,0,
225,2,213.6871,-3.516976,71.27541,0,0,
225,2,213.7167,-0.3284481,71.83415,0,0,
225,2,213.7422,4.380335,72.65995,0,0,
225,2,213.769,10.48207,73.25609,0,0,
225,2,213.7976,17.6888,73.84657,0,0,
225,2,213.8257,24.66547,73.9304,0,0,
225,2,213.8531,31.46829,74.01776,0,0,
225,2,213.8809,38.41382,74.18813,0,0,
225,2,213.9091,44.47306,74.46705,0,0,
225,2,213.937,50.2711,74.70837,0,0,
225,2,213.9649,55.95844,75.12633,0,0,
225,2,213.9922,61.15384,75.33781,0,0,
225,2,214.0209,67.34628,75.20297,0,0,
225,2,214.048,72.50059,74.90862,0,0,
225,2,214.076,78.71716,73.93468,0,0,
225,2,214.1041,84.78152,72.87886,0,0,
225,2,214.132,88.37814,71.54934,0,0,
225,2,214.1594,91.5479,69.64529,0,0,
225,2,214.1873,-88.94304,68.17683,0,0,
225,2,214.2161,-88.93251,66.29472,0,0,
225,2,214.2426,-87.63712,64.5974,0,0,
225,2,214.2708,-86.69394,63.61058,0,0,
225,2,214.3013,-85.29761,62.64548,0,0,
225,2,214.3265,-82.83829,62.10882,0,0,
225,2,214.3525,-80.47462,61.85238,0,0,
225,2,214.3812,-77.38663,61.33549,0,0,
225,2,214.4087,-74.62647,60.98588,0,0,
225,3,217.1672,0.2947805,69.03918,0,0,
225,3,217.1933,0.2917097,68.88271,0,0,
225,3,217.2184,0.4589303,68.89304,0,0,
225,3,217.2469,0.6465979,69.13973,0,0,
225,3,217.2729,0.5860136,69.45383,0,0,
225,3,217.3009,1.288069,69.68065,0,0,
225,3,217.327,2.136576,70.03375,0,0,
225,3,217.3545,2.381967,70.35576,0,0,
225,3,217.3816,3.324139,71.17265,0,0,
225,3,217.4088,3.832433,72.0515,0,0,
225,3,217.4382,4.730088,72.39538,0,0,
225,3,217.4646,5.992143,73.08006,0,0,
225,3,217.4919,9.62111,74.13799,0,0,
225,3,217.5201,14.40728,74.77087,0,0,
225,3,217.548,20.28936,75.68799,0,0,
225,3,217.5755,28.56621,76.49007,0,0,
225,3,217.6035,35.70751,76.58841,0,0,
225,3,217.6325,43.81248,76.8988,0,0,
