time,Status,HeadPolar,HeadAzimuth,ShoulderPolar,ShoulderAzimuth,LeftGazePolar,LeftGazeAzimuth,RightGazePolar,RightGazeAzimuth
11.01065,not-testing,-12.21695,6.427966,-70.5986,30.58038,-12.21619,-1.135305,-15.31779,-1.05802
11.11834,not-testing,-12.09099,6.342682,-70.88445,30.16983,-12.79614,-1.47146,-15.89713,-1.3979
11.22952,not-testing,-12.26041,6.405859,-71.00299,29.77615,-12.18574,-1.383047,-15.28773,-1.306765
11.34163,not-testing,-12.27466,6.493453,-70.79542,30.10791,-12.51848,-1.743048,-15.6206,-1.666967
11.45286,not-testing,-11.90357,6.201166,-70.4444,30.77263,-11.77254,-1.303091,-14.8746,-1.231134
11.56436,not-testing,-11.8573,5.767199,-70.16515,31.56633,-10.52541,1.984231,-13.62953,2.043302
11.67587,not-testing,-11.25243,5.450746,-69.92112,31.0152,-8.592922,7.292515,-11.71993,7.35747
11.78804,not-testing,-10.58776,4.380269,-69.86692,32.65426,-12.6307,3.815623,-15.73444,3.85608
11.89884,not-testing,-10.34435,4.06473,-69.74654,32.59525,-13.8044,-2.583288,-16.89849,-2.507381
12.00979,not-testing,-10.25956,3.779375,-69.83631,32.17219,-14.37535,-2.730703,-17.46652,-2.649552
12.12146,not-testing,-10.08796,3.713502,-69.71492,32.37571,-14.10747,-3.511869,-17.20124,-3.41863
12.23521,not-testing,-9.849041,3.684492,-69.72254,31.44929,-13.706,-4.247985,-16.803,-4.141009
12.34419,not-testing,-9.707859,3.526188,-69.59589,30.99891,-3.668293,-6.634438,-6.780246,-6.57718
12.45539,not-testing,-9.804672,3.506546,-69.82423,30.81534,-3.65485,-6.402733,-6.764724,-6.341079
12.5661,not-testing,-9.867607,3.520023,-70.19963,30.45794,-3.838451,-6.286349,-6.94787,-6.214969
12.67834,not-testing,-9.739035,3.408526,-69.9445,30.47649,-3.150417,-6.460967,-6.258022,-6.388409
12.78893,not-testing,-9.658788,2.991881,-70.06008,29.94361,-3.158453,-7.378007,-6.272355,-7.303745
12.90119,not-testing,-9.538871,2.55724,-70.11395,30.23832,-7.008235,-6.297271,-10.12651,-6.184111
13.00143,not-testing,-9.453834,2.390455,-70.04276,30.36609,-10.83313,-6.878704,-13.95163,-6.733387
13.10973,not-testing,-9.381625,2.294796,-70.00715,30.45327,-11.59842,-6.715985,-14.71305,-6.559427
13.2208,not-testing,-9.504727,2.419977,-70.13905,31.04265,-7.465586,6.237496,-10.58387,6.38062
13.33256,not-testing,-9.407867,2.578452,-70.1018,30.89297,-7.509201,4.919635,-10.62045,5.06216
13.44418,not-testing,-9.210483,2.396367,-69.98333,30.94912,-7.449675,4.875668,-10.56072,5.018769
13.55498,not-testing,-9.132215,2.392288,-69.93775,31.07656,-7.71952,4.568155,-10.82912,4.712204
13.66528,Direction 135 / Range P50,-9.167383,2.592812,-70.21618,31.16602,-7.286002,4.712581,-10.39651,4.850036
13.7797,Direction 135 / Range P50,-9.469511,3.102015,-70.22883,31.00922,-7.605847,5.267331,-10.71908,5.403508
13.88928,Direction 135 / Range P50,-9.695819,3.235413,-70.11492,30.69073,-8.209994,5.26483,-11.32325,5.40098
14.00041,Direction 135 / Range P50,-9.766518,3.076323,-70.19727,30.57938,-18.62542,-4.640291,-21.6863,-4.465248
14.11372,Direction 135 / Range P50,-10.22623,3.148813,-70.39418,30.5379,-18.67037,-4.430262,-21.73452,-4.266067
14.2235,Direction 135 / Range P50,-11.13417,3.57936,-70.64941,29.84572,-19.06356,-4.168723,-22.13168,-4.016378
14.33501,Direction 135 / Range P50,-11.51981,4.382101,-70.33851,30.27255,-26.79405,-4.136662,-29.77418,-3.961919
14.44621,Direction 135 / Range P50,-12.73439,4.775517,-70.20564,30.83197,-29.44015,-3.379597,-32.39531,-3.223128
14.54652,Direction 135 / Range P50,-14.27763,5.601349,-70.37462,28.54051,-31.15621,-2.942512,-34.10775,-2.810783
14.65527,Direction 135 / Range P50,-15.89226,7.005071,-68.99535,30.80736,-17.59324,0.138327,-20.69089,0.2125734
14.76647,Direction 135 / Range P50,-17.77037,8.454108,-71.77069,29.96559,-18.2701,0.5909283,-21.3708,0.6587048
14.87805,Direction 135 / Range P50,-20.21248,10.51805,-71.35111,29.84521,-20.19591,2.785343,-23.30134,2.820968
14.9892,Direction 135 / Range P50,-23.28345,13.27318,-71.71987,29.94691,-9.53442,2.598287,-12.56949,2.617913
15.10103,Direction 135 / Range P50,-26.6495,16.22654,-71.99095,29.80336,-11.83467,4.659991,-14.8663,4.66566
15.21137,Direction 135 / Range P50,-31.16353,19.65515,-72.54295,30.27115,-38.26513,33.07776,-41.90757,32.71168
15.31195,Direction 135 / Range P50,-34.93065,22.86331,-73.28725,30.01292,-39.54568,33.999,-43.24303,33.64045
15.42089,Direction 135 / Range P50,-38.55941,26.0117,-74.54214,30.08736,-38.64699,33.82879,-42.35803,33.53048
15.53204,Direction 135 / Range P50,-42.1359,28.50128,-75.84451,30.49579,-49.28335,41.15527,-53.27892,40.52019
15.64436,Direction 135 / Range P50,-45.91553,30.48152,-76.99447,30.66271,-47.94029,39.43454,-51.87955,38.89548
15.75776,Direction 135 / Range P50,-49.65167,32.33069,-78.32431,30.88162,-48.26149,38.80403,-52.17381,38.28917
15.86739,Direction 135 / Range P50,-51.90237,33.56108,-79.89656,31.05394,-46.35355,37.17665,-50.19365,36.7548
15.9779,Direction 135 / Range P50,-51.9257,33.43162,-80.91772,31.11669,-44.49982,37.21386,-48.34632,36.85861
16.07791,Direction 135 / Range P50,-50.61549,33.07908,-80.99496,31.46676,-43.24828,36.12942,-47.04619,35.8005
16.18587,Direction 135 / Range P50,-48.92078,32.68275,-80.71324,31.18387,-47.39622,27.51869,-50.84679,27.0486
16.29795,Direction 135 / Range P50,-48.05727,32.58846,-80.26396,30.88324,-47.58485,22.92052,-50.90582,22.44966
16.4091,Direction 135 / Range P50,-47.64175,32.54672,-79.89038,30.78148,-47.30275,22.22729,-50.60949,21.77159
16.52132,Direction 135 / Range P50,-47.55053,32.54535,-79.70755,30.37961,-47.06767,22.88423,-50.39224,22.43777
16.63201,Direction 135 / Range P50,-47.53395,32.70336,-79.4226,30.22425,-46.73993,22.46838,-50.05637,22.02994
16.74328,Direction 135 / Range P50,-47.75409,32.89463,-79.17696,29.93479,-47.06051,23.16206,-50.39061,22.70642
16.84401,Direction 135 / Range P50,-47.66524,33.15107,-79.15727,29.66053,-46.69927,23.50084,-50.03966,23.05266
16.95205,Direction 135 / Range P50,-47.7839,33.21813,-79.20672,29.77769,-46.34102,22.46743,-49.65827,22.02843
17.06358,Direction 135 / Range P50,-47.75503,33.18828,-79.22339,29.76791,-46.64271,23.59496,-49.98564,23.14637
17.1748,Direction 135 / Range P50,-47.77321,33.19482,-79.12131,29.57798,-44.61837,36.41965,-48.43012,36.01405
17.28654,Direction 135 / Range P50,-47.57933,33.41752,-79.0493,29.59436,-46.09483,39.90191,-50.08191,39.4437
17.39852,Direction 135 / Range P50,-47.39375,33.47228,-78.8424,29.35876,-45.57439,38.13495,-49.46794,37.69634
