time,Status,HeadPolar,HeadAzimuth,ShoulderPolar,ShoulderAzimuth,LeftGazePolar,LeftGazeAzimuth,RightGazePolar,RightGazeAzimuth
1.77966,not-testing,71.96909,78.69167,-83.89406,-3.876959,80.66573,70.22403,71.55204,70.01929
1.889627,not-testing,72.17813,78.68071,-83.96254,-3.824097,78.70698,70.51175,69.51212,70.20601
2.001576,not-testing,71.64188,78.78442,-83.88033,-3.743327,78.87116,70.98965,69.45541,70.68393
2.113095,not-testing,71.7032,78.7411,-83.83591,-3.692844,79.15899,70.12575,70.12173,69.84596
2.223702,not-testing,71.88446,78.69944,-83.84352,-3.729545,80.06758,70.18002,70.98518,69.94707
2.335791,not-testing,72.89768,78.64522,-83.88844,-3.780472,85.3593,66.38313,77.60587,66.45085
2.446882,not-testing,72.77348,78.59891,-83.87177,-3.673165,85.98621,65.65689,78.45027,65.76029
2.55894,not-testing,74.04131,78.41149,-83.76678,-3.674034,86.49435,65.66141,78.95539,65.79924
2.669874,not-testing,75.12918,78.07886,-83.80023,-3.563034,69.38799,64.5088,62.45971,63.83435
2.781599,not-testing,76.44032,77.21674,-83.73723,-3.4936,68.35587,62.20789,61.97491,61.51779
2.892157,not-testing,77.05841,77.29948,-83.78946,-3.386771,68.61713,63.87963,61.86335,63.18585
3.004533,not-testing,76.55347,77.27309,-83.78918,-3.53117,68.53025,63.15802,61.9415,62.4674
3.115273,not-testing,77.62439,77.15887,-83.81664,-3.424819,72.05464,63.35276,65.31333,62.83055
3.226585,not-testing,78.75209,76.70895,-83.85894,-3.406242,-85.59637,62.59629,90.95227,63.30868
3.338356,not-testing,79.36995,76.58176,-83.87132,-3.35369,-86.75092,62.59103,89.77039,63.2532
3.449964,not-testing,79.06329,76.67958,-83.85923,-3.356341,86.21625,72.5874,75.81383,72.67706
3.621022,Direction 45 / Range P50,79.03292,76.69326,-83.8473,-3.353693,81.76955,76.7784,68.32306,76.55359
3.725497,Direction 45 / Range P50,79.14963,76.66019,-83.84746,-3.337853,81.23665,76.33281,68.23135,76.09264
3.835952,Direction 45 / Range P50,79.01458,76.63577,-83.83983,-3.321065,80.83849,75.95853,68.18068,75.70672
3.948092,Direction 45 / Range P50,79.12742,76.69299,-83.87184,-3.333166,91.02777,70.63322,81.64949,70.99423
4.06079,Direction 45 / Range P50,80.48669,76.89248,-83.85873,-3.453924,91.4286,63.08986,84.59848,63.5126
4.172064,Direction 45 / Range P50,88.92551,78.17472,-83.90363,-3.203039,-87.65138,63.86884,88.5278,64.50764
4.283298,Direction 45 / Range P50,-80.91759,80.06364,-83.99895,-2.817451,-81.12842,65.45757,-88.32372,66.45613
