Direction,tCount,Time,HeadPolar,HeadAzimuth,TrunkPolar,TrunkAzimuth
315,1,39.18758,32.05858,-26.36588,2.86428,-0.6261596,
315,1,39.21481,31.73779,-26.49274,2.932484,-0.6477243,
315,1,39.24304,31.72357,-26.75358,2.388329,-0.4101854,
315,1,39.27045,31.98581,-27.04612,3.365526,-2.299871,
315,1,39.29859,32.41536,-27.23626,3.302666,-2.72533,
315,1,39.32671,32.85478,-26.99939,3.375181,-2.920703,
315,1,39.35384,33.02013,-26.42199,2.811007,-2.351211,
315,1,39.38237,32.73429,-25.6807,2.076445,-1.387991,
315,1,39.40944,31.87404,-24.41861,2.181809,-1.926666,
315,1,39.43699,30.52443,-23.0698,1.358607,-0.7658299,
315,1,39.46725,28.5967,-21.83495,1.595782,0.2956439,
315,1,39.49262,26.47173,-20.60001,1.461247,-1.077707,
315,1,39.52104,24.24121,-19.45229,1.18762,-1.972877,
315,1,39.54831,21.83006,-18.51915,0.6602514,0.2900971,
315,1,39.57659,19.32697,-17.37078,0.313914,0.6735341,
315,1,39.60442,16.53237,-16.21732,-0.03295109,0.5669406,
315,1,39.63257,13.81458,-15.2851,-1.64467,1.533394,
315,1,39.66057,11.65266,-14.17533,-2.259658,1.657076,
315,1,39.68794,9.907768,-12.98237,-2.660338,1.472589,
315,1,39.71566,8.331415,-11.97181,-3.178553,1.493569,
315,1,39.74411,6.974735,-10.92199,-3.569009,1.481405,
315,1,39.77124,5.987984,-9.748068,-4.051999,1.577018,
315,1,39.79919,5.183709,-8.597233,-4.489057,1.700024,
315,1,39.82703,4.519171,-7.395491,-5.053288,1.766925,
315,1,39.85495,3.92455,-6.538279,-5.389979,1.937054,
315,1,39.88271,3.299691,-5.853039,-6.12774,2.115251,
315,1,39.91003,2.397441,-5.27068,-6.438879,2.149384,
315,1,39.93846,1.451355,-5.050645,-6.667883,2.349589,
315,1,39.96657,0.2860801,-5.223025,-7.16206,2.669642,
315,1,39.99475,-0.9196151,-5.643118,-7.096047,2.55672,
315,1,40.02136,-1.787235,-6.26438,-7.28185,2.688382,
315,1,40.04891,-2.010339,-6.524462,-7.664217,2.995838,
315,1,40.07752,-1.702506,-6.748427,-7.917095,3.220348,
315,1,40.10535,-1.081589,-7.079083,-7.856345,3.340748,
315,1,40.13312,0.1210178,-7.45083,-8.018396,3.354389,
315,1,40.1619,1.548692,-7.825959,-7.898085,3.363428,
315,1,40.18779,3.095658,-8.408175,-7.828467,3.368947,
315,1,40.21623,4.729112,-9.165678,-7.753123,3.374997,
315,1,40.24447,6.480183,-10.20993,-7.597785,3.369664,
315,1,40.27146,8.224984,-11.3391,-6.850539,2.83279,
315,1,40.29993,10.01523,-12.75239,-6.755979,3.046489,
315,1,40.32722,11.67181,-14.1454,-7.215695,3.620839,
315,1,40.35456,13.29657,-15.12247,-5.818664,2.838102,
315,1,40.38289,14.93438,-16.29646,-5.358724,2.878915,
315,1,40.41146,16.64969,-17.81375,-5.09621,3.028003,
315,1,40.43847,18.47528,-19.77247,-4.225394,2.719026,
315,1,40.4682,20.25174,-22.04438,-2.596586,1.8425,
315,1,40.49393,22.01549,-24.10145,-1.947631,1.542452,
315,1,40.52875,23.85018,-26.01197,-1.356058,1.464247,
315,1,40.56256,26.50573,-28.28072,-0.9387513,1.462149,
315,1,40.5897,27.9694,-28.75228,-0.569205,1.491041,
315,1,40.61843,29.35723,-29.36784,-0.3080806,1.613191,
315,1,40.64565,30.65984,-30.14613,0.1803986,1.498228,
315,1,40.67366,31.87335,-30.85762,0.5362658,1.511312,
315,1,40.70203,33.10788,-31.46188,0.8061419,1.561085,
315,1,40.72905,34.272,-31.87969,1.175763,0.1685134,
315,1,40.75731,35.2768,-32.05345,1.650896,-1.037155,
315,1,40.78531,36.06727,-32.05939,1.851718,0.1238311,
315,1,40.81241,36.49918,-31.80118,1.968681,1.55183,
315,2,41.86933,0.4596357,-1.649273,-8.531399,3.074216,
315,2,41.89742,0.5444081,-2.01492,-8.466207,3.113479,
315,2,41.92521,0.6764448,-2.566036,-8.43063,3.155152,
315,2,41.95254,1.04815,-3.319615,-8.441366,3.166056,
315,2,41.9808,1.568745,-4.1315,-8.419335,3.078295,
315,2,42.00845,2.346404,-5.213379,-8.350554,3.060347,
315,2,42.03624,3.396407,-6.587057,-8.133034,3.091125,
315,2,42.06396,4.384441,-8.150487,-7.855927,3.103343,
315,2,42.09176,5.619192,-9.682945,-7.658766,3.074482,
315,2,42.1198,7.040289,-10.98653,-7.304009,3.033338,
315,2,42.14703,8.665452,-12.62198,-6.984706,3.037384,
315,2,42.17522,10.53943,-14.29072,-6.579528,2.64034,
315,2,42.20278,12.52692,-15.86889,-5.959521,2.300106,
315,2,42.23048,14.76138,-17.57584,-5.468099,2.279424,
315,2,42.25871,17.10201,-19.34997,-5.104195,2.222941,
315,2,42.28625,19.58405,-20.93232,-4.587352,2.371462,
315,2,42.31404,21.84283,-22.53832,-2.827952,1.397991,
315,2,42.342,24.00099,-24.1952,-2.180326,1.322055,
315,2,42.36912,26.11213,-25.87717,-1.696633,1.345767,
315,2,42.39717,28.14527,-26.87157,-1.251857,1.401666,
315,2,42.42444,29.89255,-27.59931,-0.6924044,1.43141,
315,2,42.45209,31.47706,-28.26949,-0.1470329,1.47953,
315,2,42.4807,33.02769,-28.87641,0.3545358,1.475448,
315,3,43.57711,-0.678668,-2.240091,-8.351465,2.097314,
315,3,43.60555,2.371402,-3.105694,-8.353995,1.928543,
315,3,43.63244,2.731294,-2.979123,-8.701319,3.047718,
315,3,43.66,3.455804,-2.698785,-8.641598,3.205417,
315,3,43.68715,3.715818,-2.481485,-8.453986,3.24043,
315,3,43.71517,4.149396,-2.671036,-8.130507,3.175857,
315,3,43.74248,4.539566,-3.266231,-7.787774,3.180803,
315,3,43.76955,5.112348,-2.870396,-7.38011,3.143653,
315,3,43.79774,5.489518,-2.685475,-6.61304,2.666811,
315,3,43.82513,6.275279,-3.134166,-6.301389,2.615514,
315,3,43.85211,7.470321,-4.118773,-5.934482,2.485704,
315,3,43.88025,8.868726,-5.689591,-4.6798,1.741159,
315,3,43.90766,10.54983,-7.686804,-2.662781,0.9598632,
315,3,43.93586,12.40983,-9.955677,-1.8971,0.8782866,
315,3,43.96305,14.28785,-13.01916,-1.939629,1.39367,
315,3,43.99085,16.31932,-16.1275,-1.274081,1.297998,
315,3,44.0187,18.16908,-19.02782,-0.199992,0.7295838,
315,3,44.04647,20.18313,-21.96054,0.4376976,0.7338544,
315,3,44.07423,22.62358,-24.5797,0.9617544,0.6580087,
315,3,44.10215,25.13712,-26.1396,1.715733,0.6550307,
315,3,44.12893,27.40216,-26.94502,2.558692,0.5935473,
315,3,44.15743,29.64016,-27.96903,3.449567,0.5423428,
315,3,44.18525,31.84747,-28.18815,3.994589,0.4965791,
315,3,44.2126,33.91594,-28.17697,4.233914,1.289811,
45,1,46.2989,3.148657,-3.018337,-1.745028,-0.3358655,
45,1,46.32673,2.807321,-2.841743,-1.793772,-0.3504235,
45,1,46.35463,2.435344,-2.591635,-1.911964,-0.3978424,
45,1,46.38292,2.027643,-2.249998,-2.056586,-0.4308537,
45,1,46.41009,1.60458,-1.873905,-2.245876,-0.4786362,
45,1,46.43764,1.226765,-1.505887,-2.639472,-0.3821128,
45,1,46.46603,0.9377592,-1.189903,-3.113985,-0.163588,
45,1,46.49387,0.7235893,-0.9420937,-3.052802,-0.3644747,
45,1,46.52116,0.6513436,-0.7308977,-3.544031,-0.1585511,
45,1,46.54919,0.7061518,-0.3647975,-4.003902,0.08156887,
45,1,46.57722,1.016749,0.1461798,-3.82295,-0.2143525,
45,1,46.60493,1.572849,0.90098,-4.030216,-0.1274195,
45,1,46.63171,2.442718,2.023141,-4.119163,-0.2118044,
45,1,46.65991,3.423101,3.330245,-3.36679,-0.9652883,
45,1,46.68811,4.547328,5.023417,-2.958302,-1.289308,
45,1,46.71563,6.134003,6.830739,-3.320821,-0.9425589,
45,1,46.74377,7.697185,8.38576,-3.087628,-1.161883,
45,1,46.77145,9.001647,10.04116,-2.751421,-1.1997,
45,1,46.79958,10.69526,11.71935,-3.809811,-0.1357418,
45,1,46.82724,12.47772,13.16837,-2.451113,-1.045379,
45,1,46.85492,14.46997,14.78301,-2.02994,-1.030397,
45,1,46.88293,16.75001,16.4444,-2.115352,-0.6705552,
45,1,46.91031,19.09657,18.19681,-2.074221,-0.4167643,
45,1,46.93853,20.89187,19.84282,-1.239643,-0.6658817,
45,1,46.9663,22.22275,21.32999,-0.548089,-0.9332428,
45,1,46.99391,23.38341,22.99003,-0.02184167,-0.9912198,
45,1,47.02217,24.21651,24.37106,0.5575637,-0.9992908,
45,1,47.04995,24.6587,25.91137,0.7020489,-0.8442149,
45,1,47.07763,25.05855,27.16402,1.188412,-0.8654673,
45,1,47.10522,25.84377,28.04771,1.355484,-0.6215705,
45,1,47.13221,26.95222,28.84052,1.920662,-0.7104455,
45,1,47.16059,28.70563,29.19514,2.230721,-0.6762362,
45,1,47.18822,30.41981,29.28214,2.456318,-0.5982396,
45,2,48.29999,0.2917888,-1.362417,-6.310652,-0.2640421,
45,2,48.32751,0.7922688,-0.8287556,-6.292307,-0.2433303,
45,2,48.35513,1.258267,-0.2522779,-6.188506,-0.2283981,
45,2,48.38298,1.647687,0.533367,-6.084296,-0.2036699,
45,2,48.41089,2.059015,1.095073,-5.944302,-0.1931385,
45,2,48.43825,2.49392,1.691624,-5.739676,-0.1817618,
45,2,48.46672,3.045371,2.511152,-5.570559,-0.4826016,
45,2,48.49366,3.779268,3.567696,-5.399117,-0.2019683,
45,2,48.52132,4.697237,4.727897,-5.276297,-0.1581854,
45,2,48.54876,5.857169,6.088728,-4.303936,-1.003444,
45,2,48.57928,7.241438,7.637575,-3.714461,-1.193803,
45,2,48.6049,9.147561,9.30497,-3.516431,-1.206537,
45,2,48.6319,11.05493,10.69789,-3.948249,-0.5637794,
45,2,48.65995,12.81197,12.09686,-4.355301,0.006149932,
45,2,48.68781,14.5987,13.11715,-4.63946,0.4133574,
45,2,48.71578,16.01945,13.82001,-3.726273,-0.1249807,
45,2,48.74335,16.76763,14.76453,-3.107996,-0.4711905,
45,2,48.77074,17.36406,15.70149,-2.601151,-0.6102653,
45,2,48.79905,17.83392,16.55459,-2.624834,-0.2762518,
45,2,48.82703,18.25373,17.70019,-1.960392,-0.6596696,
45,2,48.85585,18.74568,18.65297,-2.808927,0.204035,
45,2,48.88257,19.28872,19.86516,-2.653467,0.2582624,
45,2,48.91002,20.02189,20.96936,-0.8917151,-0.9581168,
45,2,48.93795,20.97367,21.74572,-0.4534244,-1.185331,
45,2,48.96568,22.09671,22.56248,-0.2770278,-1.19203,
45,2,48.99305,23.36646,23.46829,-0.106773,-1.142085,
45,2,49.02115,24.56027,24.37897,0.0125389,-1.058311,
45,2,49.04899,25.73117,25.00911,-0.3848832,-0.5374685,
45,2,49.07685,26.80268,25.87464,0.3898895,-1.066201,
45,2,49.10482,27.68044,26.76186,0.6230149,-1.101361,
45,2,49.13216,28.4391,27.90196,0.7824476,-1.085531,
45,2,49.16034,29.17735,29.16076,1.041039,-1.084391,
45,2,49.18975,29.53512,29.88328,1.084846,-1.135252,
45,3,50.39619,0.5307636,-1.228378,-5.696175,1.2065,
45,3,50.42306,1.072805,-0.6507638,-5.49394,1.163471,
45,3,50.45079,1.661264,-0.04072538,-5.35996,1.134494,
45,3,50.47955,2.607109,1.140262,-5.255237,1.110481,
45,3,50.50746,3.509893,1.980258,-5.079488,1.077189,
45,3,50.53535,4.290124,3.108615,-5.014193,1.171294,
45,3,50.56214,5.313715,4.416717,-3.705986,0.2935866,
45,3,50.59076,6.364581,5.4309,-3.726758,0.6023481,
45,3,50.61966,7.577162,6.803431,-3.468737,0.5397362,
45,3,50.64786,9.198603,8.441513,-4.184486,1.298666,
45,3,50.6738,10.65232,10.17498,-4.021511,1.353045,
45,3,50.70013,12.23256,12.08143,-2.718119,0.5876597,
45,3,50.72757,14.11464,13.81245,-1.926044,0.144462,
45,3,50.7561,15.62858,15.49587,-1.668366,0.09983976,
45,3,50.78435,16.97945,16.87397,-1.265549,0.03815951,
45,3,50.81221,18.27684,17.91772,-1.128966,0.1617737,
45,3,50.84053,19.33559,18.4986,-0.5595241,-0.01146425,
45,3,50.86819,20.12438,18.79564,0.2374928,-1.282612,
45,3,50.89686,20.64326,19.06101,0.4510217,-0.4641887,
45,3,50.92407,21.13261,19.43478,0.8149387,-0.3736396,
45,3,50.95109,21.61562,19.75941,1.182701,-0.38994,
45,3,50.97907,22.05478,20.43495,1.381036,-0.377068,
45,3,51.0069,22.75545,21.25772,1.844347,-0.3651869,
45,3,51.03477,23.46163,22.45327,2.200459,-0.4301131,
45,3,51.06276,24.45679,23.43991,2.463589,-0.5549002,
45,3,51.0905,25.5364,24.32606,2.648738,-0.6666279,
45,3,51.11835,26.46861,25.25484,2.797916,-0.6992067,
45,3,51.14607,27.38512,25.89905,2.845337,-0.7184487,
45,3,51.17446,28.02707,26.43041,2.912973,-0.7441382,
45,3,51.20229,28.9112,27.20849,2.853237,-0.8651898,
45,3,51.22972,29.74553,27.15191,2.790029,-0.8962601,
45,3,51.25763,30.09638,27.26476,2.779472,-0.9111462,
45,3,51.28554,30.04225,27.70339,2.783807,-0.912636,
45,3,51.31234,29.71935,28.66359,2.851297,-0.8436332,
45,3,51.34118,29.6882,30.00304,2.859971,-0.6968689,
0,1,53.46655,0.6595699,-1.652493,-5.533873,-0.3124887,
0,1,53.49414,0.7429329,-1.597544,-4.40879,-1.330389,
0,1,53.52301,0.7873899,-1.623377,-4.322969,-1.372926,
0,1,53.54969,0.7576919,-1.665902,-4.324269,-1.372115,
0,1,53.57743,0.603767,-1.622642,-4.323197,-1.380066,
0,1,53.60735,0.4909371,-1.572343,-5.512016,-0.2584382,
0,1,53.63239,0.3639015,-1.46488,-5.573217,-0.1976103,
0,1,53.66027,0.3754145,-1.23334,-5.577536,-0.1936102,
0,1,53.68792,0.4769819,-0.8665711,-5.559316,-0.2020645,
0,1,53.71642,0.5840195,-0.4255001,-5.580041,-0.1857136,
0,1,53.74411,0.696825,0.1269758,-5.621319,-0.1629264,
0,1,53.77128,0.8166579,0.6584847,-5.682877,-0.1667537,
0,1,53.79322,0.998395,0.8476031,-5.721439,-0.1698654,
0,1,53.81614,1.437108,1.25984,-5.738882,-0.1687494,
0,1,53.84262,2.532464,1.585006,-5.78015,-0.171493,
0,1,53.86954,4.225151,1.797994,-5.823601,-0.1379801,
0,1,53.89721,6.705653,1.849624,-5.979586,-0.04160786,
0,1,53.92493,9.70335,1.945847,-6.013067,0.1163505,
0,1,53.95201,12.9806,1.899149,-5.495455,-0.1839783,
0,1,53.98048,16.44944,1.70475,-5.448926,0.08969239,
0,1,54.00806,20.24368,1.545375,-5.296398,0.1993193,
0,1,54.03593,24.10552,1.501627,-5.002841,0.3235496,
0,1,54.06336,27.93335,1.6962,-4.638759,0.458331,
0,1,54.09059,31.79495,1.915323,-4.181314,0.5231459,
0,1,54.11857,35.66768,2.215072,-3.575522,0.5507471,
0,1,54.14671,39.44252,2.39887,-2.358351,0.01124304,
0,1,54.1745,43.0093,2.308697,-1.626313,-0.06610045,
0,1,54.2023,46.31628,2.140857,-0.5731004,-0.9768224,
0,1,54.22988,49.32071,1.785633,0.1582375,-0.2518268,
0,1,54.25784,52.22304,1.574559,0.6126781,-0.01055019,
0,2,55.99306,4.377004,-1.158209,-3.856551,0.8481181,
0,2,56.02063,4.609853,-1.122963,-4.195292,1.042076,
0,2,56.0485,4.745793,-1.062872,-4.005703,0.880355,
0,2,56.07634,4.790057,-0.9976405,-3.985121,0.8876919,
0,2,56.10447,4.788394,-0.8838481,-3.004108,0.03927213,
0,2,56.13187,4.72559,-0.8472443,-2.638021,-0.07583407,
0,2,56.1599,4.666753,-0.8786355,-2.568725,-0.06878535,
0,2,56.18781,4.586921,-0.9214118,-2.559133,-0.0705439,
0,2,56.21585,4.575066,-0.9623278,-2.799076,-0.1291504,
0,2,56.24341,4.565015,-0.9998158,-2.831073,-0.1143274,
0,2,56.27075,4.521054,-1.065086,-2.872694,-0.06411572,
0,2,56.29877,4.402753,-1.14581,-2.81799,0.0203996,
0,2,56.32661,4.272606,-1.205731,-2.780281,0.08544862,
0,2,56.3544,4.135779,-1.199105,-2.828285,0.09162562,
0,2,56.38263,3.889245,-1.182395,-3.235965,0.1203641,
0,2,56.41005,3.619498,-1.138822,-3.124757,0.0140598,
0,2,56.43788,3.495356,-1.131248,-3.130079,0.03733159,
0,2,56.46565,3.695172,-1.134941,-3.116664,0.07860462,
0,2,56.49326,4.60068,-1.0169,-3.099619,0.1239171,
0,2,56.52156,6.255105,-0.8018603,-3.084008,0.2048468,
0,2,56.54916,8.748212,-0.4306759,-3.929212,1.222636,
0,2,56.57708,11.92959,-0.1643765,-4.287572,1.684315,
0,2,56.60435,15.18743,0.09477799,-4.365575,1.787268,
0,2,56.63222,18.68328,0.3105188,-4.16079,1.931566,
0,2,56.66092,21.97942,0.3253344,-2.982424,1.100124,
0,2,56.68752,25.22325,0.5030718,-2.442345,0.9067457,
0,2,56.71538,28.46145,0.7813776,-2.115208,1.019563,
0,2,56.74324,31.49137,0.9315351,-2.23512,1.53847,
0,2,56.77109,34.67803,0.9380968,-1.608308,1.470518,
0,2,56.79875,37.7699,0.9325054,-1.097069,1.504943,
0,2,56.82682,40.73668,0.8955873,-1.488015,2.325998,
0,2,56.85472,43.49105,0.9317083,-1.894753,3.837595,
0,2,56.88277,46.003,0.9116478,0.3902467,1.618045,
0,2,56.91008,48.22873,0.8395531,1.143544,1.60458,
0,2,56.93868,50.1642,0.76127,1.512365,1.757081,
0,2,56.96582,51.62188,0.5784285,1.940122,1.761701,
0,3,58.34307,-0.96189,-2.313113,-9.991174,1.287014,
0,3,58.37005,-0.8639734,-2.263257,-10.64634,1.844906,
0,3,58.39743,-0.7190497,-2.209481,-10.23182,1.556116,
0,3,58.42515,-0.5117314,-2.163504,-10.59113,1.84176,
0,3,58.45248,-0.281796,-2.174648,-10.08734,1.560015,
0,3,58.47984,0.05573937,-2.128438,-9.643726,1.314247,
0,3,58.50797,0.642424,-1.879194,-9.866288,1.768991,
0,3,58.53562,1.357574,-1.718463,-9.608996,1.784676,
0,3,58.56294,2.569014,-1.521809,-8.940643,1.539721,
0,3,58.59127,4.009712,-1.258022,-8.443884,1.37918,
0,3,58.61866,5.497403,-0.9695442,-8.070377,1.349494,
0,3,58.64654,7.409475,-0.6774804,-7.366462,0.6997792,
0,3,58.67455,9.439337,-0.3832635,-6.8593,1.048045,
0,3,58.70147,11.54258,-0.1847888,-6.520239,1.240751,
0,3,58.72907,13.89349,0.1056361,-6.054165,1.270173,
0,3,58.75748,16.33324,0.3301248,-5.381292,1.274313,
0,3,58.78507,19.01125,0.4127632,-4.861561,1.376988,
0,3,58.81269,21.84009,0.3677966,-4.087295,1.424954,
0,3,58.84079,24.51476,0.2969543,-3.304266,1.505901,
0,3,58.86851,27.24301,0.03324472,-1.6057,0.8275786,
0,3,58.89652,29.83357,-0.1686031,-0.8849159,0.695114,
0,3,58.92439,32.27575,-0.3024664,-0.1487866,0.7930613,
0,3,58.95259,34.68786,-0.3258027,0.7405506,0.7835158,
0,3,58.97969,37.03103,-0.2886372,1.412633,0.8496006,
0,3,59.00777,39.33666,-0.1731178,2.327235,0.9703107,
0,3,59.03554,41.58392,-0.05124953,2.963479,0.8691726,
0,3,59.06371,43.96725,0.09195372,3.865037,-0.1893155,
0,3,59.09077,46.22943,0.3447916,4.709811,0.6801378,
0,3,59.11895,48.46002,0.551456,5.56734,0.9030154,
0,3,59.1469,50.5587,0.7107348,5.979217,0.9847308,
0,3,59.17414,52.28041,0.7627441,6.515212,1.01067,
225,1,62.91002,-3.705508,-2.19382,-0.03908907,0.3757707,
225,1,62.93822,-2.771904,-2.267289,-0.08087561,0.4138885,
225,1,62.96611,-1.708503,-2.280947,-0.3353577,0.4671563,
225,1,62.9934,-0.5287688,-2.254049,-0.8808501,0.4524352,
225,1,63.02123,0.6534154,-2.255035,-1.030004,0.4647976,
225,1,63.04936,1.891503,-2.253123,-1.218664,0.641675,
225,1,63.07752,3.452904,-2.287631,-1.157066,0.6462545,
225,1,63.10502,5.328763,-2.185375,-1.978459,1.433533,
225,1,63.13265,7.451332,-2.086225,-2.325309,1.992611,
225,1,63.16012,9.963559,-1.96227,-1.913795,1.871161,
225,1,63.18721,12.49857,-1.939786,-1.83694,2.091809,
225,1,63.21585,14.9336,-1.950567,0.09327792,0.8769448,
225,1,63.24353,16.83903,-1.988845,0.8074781,0.7359108,
225,1,63.27145,17.84655,-1.948798,1.106628,0.9435605,
225,1,63.29902,17.93598,-2.135541,1.820626,0.5166553,
225,1,63.32722,17.15007,-2.333872,2.308378,-0.5603579,
225,1,63.35448,15.72603,-2.450004,2.830593,-0.007029159,
225,1,63.38258,13.21155,-2.750645,3.250048,0.2777005,
225,1,63.41001,10.55588,-3.200458,3.43029,-0.2745979,
225,1,63.43809,7.561758,-4.06646,3.413314,-0.2674646,
225,1,63.46576,4.287663,-5.491501,3.45029,-0.9537875,
225,1,63.49359,0.6754918,-7.624461,2.946407,-1.56214,
225,1,63.52132,-2.923937,-10.19473,2.532082,-1.937935,
225,1,63.54879,-6.465332,-12.9976,1.619869,-0.5217004,
225,1,63.57688,-9.69745,-15.72581,0.8471524,-0.5846952,
225,1,63.60471,-12.78095,-17.9046,-0.08032348,-0.6373549,
225,1,63.63247,-15.59643,-19.73147,-2.466869,-0.5029797,
225,1,63.66037,-18.4417,-21.93412,-3.077646,-0.07506187,
225,1,63.68779,-21.22638,-24.283,-4.536655,0.2198701,
225,1,63.71633,-23.63637,-26.44377,-6.335277,0.9235429,
225,1,63.74329,-25.96069,-28.48757,-8.140655,1.371219,
225,1,63.77124,-28.56441,-30.41659,-10.51807,2.151737,
225,1,63.79867,-30.90833,-31.95267,-10.8576,0.6961449,
225,2,64.96637,-1.083596,-4.945245,-4.031617,-0.7935833,
225,2,64.99463,-1.927527,-6.155112,-3.875186,-0.9191858,
225,2,65.02164,-3.103649,-7.657907,-3.431541,-1.465995,
225,2,65.04952,-4.553429,-9.315538,-3.169427,-1.733189,
225,2,65.07774,-6.237048,-11.07313,-4.486278,-1.452551,
225,2,65.10518,-8.008693,-13.02273,-4.747129,-1.146804,
225,2,65.13287,-9.98291,-14.82524,-6.393502,-0.3590988,
225,2,65.16077,-12.05242,-16.3219,-7.038286,-0.2982211,
225,2,65.18826,-14.22797,-17.82619,-8.039034,-0.281868,
225,2,65.21632,-16.59321,-19.55739,-9.430165,0.06316692,
225,2,65.24442,-19.16584,-21.3897,-10.42171,0.03497649,
225,2,65.27178,-21.87777,-23.17974,-11.5358,-0.02340639,
225,2,65.30008,-24.3689,-24.86374,-12.56232,0.1467188,
225,2,65.34162,-28.17921,-27.52699,-14.62931,0.6175197,
225,2,65.37038,-30.53548,-28.95786,-15.81993,0.6543941,
225,2,65.39721,-32.75033,-30.48184,-16.43365,0.3967035,
225,3,66.51759,1.901687,-1.10141,-6.511119,-0.0887723,
225,3,66.54546,2.088811,-1.014047,-6.263527,-0.04028772,
225,3,66.57298,2.313619,-1.200123,-5.385231,-0.6678754,
225,3,66.60082,2.586451,-1.672331,-5.015413,-0.7198467,
225,3,66.6284,2.846734,-2.42538,-4.423751,-1.159946,
225,3,66.65662,3.010554,-3.409363,-4.507042,-1.132278,
225,3,66.68425,2.992088,-4.293647,-4.842709,-0.8153126,
225,3,66.71185,2.691252,-5.274109,-5.61701,-0.9730154,
225,3,66.74042,2.105761,-6.613949,-5.875934,-0.3364205,
225,3,66.76771,1.201961,-8.026898,-5.983948,-0.3691984,
225,3,66.79601,0.1476928,-9.352304,-6.250085,-0.3169245,
225,3,66.82323,-1.263902,-11.067,-6.668616,-0.2179597,
225,3,66.85142,-3.078761,-13.06745,-7.01846,-0.1699743,
225,3,66.87895,-5.093692,-15.35709,-7.426519,-0.08069886,
225,3,66.9065,-7.113154,-17.98832,-7.975948,0.01814852,
225,3,66.93465,-9.197556,-20.4796,-8.515086,0.1125013,
225,3,66.96278,-11.20467,-22.27826,-9.043308,0.1875537,
225,3,66.98994,-13.06255,-23.87365,-10.19629,0.3650007,
225,3,67.01872,-15.08046,-25.27375,-10.47531,0.3230206,
225,3,67.04633,-17.36027,-26.24085,-11.75287,1.020691,
225,3,67.07362,-19.71368,-27.11738,-11.74249,0.584568,
225,3,67.10147,-22.01852,-28.13476,-12.19329,0.7480921,
225,3,67.12948,-24.22911,-29.19866,-12.82467,0.9000724,
225,3,67.15743,-25.8474,-30.15272,-14.26081,1.390366,
225,3,67.18546,-27.01954,-30.94773,-14.88962,1.449039,
225,3,67.21284,-27.93635,-31.74176,-15.51532,1.699973,
225,3,67.24067,-28.67914,-32.45947,-16.01042,1.302406,
225,3,67.26845,-29.24308,-32.69804,-16.90043,1.277335,
225,3,67.29667,-29.83085,-32.70206,-17.94301,2.001131,
225,3,67.32469,-30.28122,-32.5869,-18.5279,2.141747,
225,3,67.35201,-30.85524,-32.39047,-18.98347,2.265057,
