Participant,Posture,Direction,Count,time,HeadRotationAngle,TrunkRotationAngle
10,Lying,90,2,20.46728,21.6142,0
10,Lying,90,2,20.49495,23.01324,0
10,Lying,90,2,20.52217,25.41186,0
10,Lying,90,2,20.54986,28.21051,0
10,Lying,90,3,21.88245,0,0
10,Lying,90,3,21.90981,0,0
10,Lying,90,3,21.93847,0,0
10,Lying,90,3,21.96568,0,0
10,Lying,90,3,21.99369,0,0
10,Lying,90,3,22.02145,0,0
10,Lying,90,3,22.05011,0,0
10,Lying,90,3,22.07783,0,0
10,Lying,90,3,22.10816,0.199792,0
10,Lying,90,3,22.13236,0.7999081,0
10,Lying,90,3,22.16191,3.80524,0
10,Lying,90,3,22.18953,7.224879,0
10,Lying,90,3,22.2172,9.633067,0
10,Lying,90,3,22.24362,11.42779,0
10,Lying,90,3,22.27239,14.03516,0
10,Lying,90,3,22.29956,17.45493,0
10,Lying,90,3,22.32734,20.04737,0
10,Lying,90,3,22.35499,21.24449,0
10,Lying,90,3,22.383,22.04272,0
10,Lying,90,3,22.40953,22.83019,0
10,Lying,90,3,22.43751,24.00713,0
10,Lying,90,3,22.47263,26,0
10,Lying,90,3,22.49416,27.4,0
10,Lying,90,3,22.52124,27.79999,0
10,Lying,90,3,22.54842,28.2,0
10,Lying,90,3,22.57719,28.6,0
10,Lying,90,3,22.6048,28.8,0
10,Lying,270,0,22.63194,29.2,0
10,Lying,270,1,25.10476,0,0
10,Lying,270,1,25.13193,0,0
10,Lying,270,1,25.16063,0,0
10,Lying,270,1,25.18751,0,0
10,Lying,270,1,25.21641,0,0
10,Lying,270,1,25.24366,0,0
10,Lying,270,1,25.27153,0,0
10,Lying,270,1,25.29928,0,0
10,Lying,270,1,25.32714,0,0
10,Lying,270,1,25.35482,0,0
10,Lying,270,1,25.38423,0,0
10,Lying,270,1,25.41196,0,0
10,Lying,270,1,25.43816,0,0
10,Lying,270,1,25.46553,0,0
10,Lying,270,1,25.49604,0,0
10,Lying,270,1,25.52205,1.599977,0
10,Lying,270,1,25.54839,3.799988,0
10,Lying,270,1,25.57695,5.199987,0
10,Lying,270,1,25.6049,6.199983,0
10,Lying,270,1,25.63198,7.999983,0
10,Lying,270,1,25.65989,8.999991,0
10,Lying,270,1,25.6885,10.80001,0
10,Lying,270,1,25.71586,14,0
10,Lying,270,1,25.74331,16.40117,0
10,Lying,270,1,25.77142,17.00113,0
10,Lying,270,1,25.79897,17.00113,0
10,Lying,270,1,25.82796,17.00113,0
10,Lying,270,1,25.8545,17.20111,0
10,Lying,270,1,25.88297,18.80101,0
10,Lying,270,1,25.91022,20.8009,0
10,Lying,270,1,25.93859,22.00084,0
10,Lying,270,1,25.96549,22.20084,0
10,Lying,270,1,25.99305,22.20084,0
10,Lying,270,1,26.02083,22.40084,0
10,Lying,270,1,26.04868,23.40001,0
10,Lying,270,1,26.07648,25.4,0
10,Lying,270,2,27.46552,0,0
10,Lying,270,2,27.49294,0,0
10,Lying,270,2,27.52149,0,0
10,Lying,270,2,27.55,0,0
10,Lying,270,2,27.57738,0,0
10,Lying,270,2,27.60444,0,0
10,Lying,270,2,27.63202,0,0
10,Lying,270,2,27.66011,0,0
10,Lying,270,2,27.68908,1.99988,0
10,Lying,270,2,27.71562,5.414609,0
10,Lying,270,2,27.74387,8.009841,0
10,Lying,270,2,27.77107,10.40751,0
10,Lying,270,2,27.79904,12.60616,0
10,Lying,270,2,27.8266,14.40535,0
10,Lying,270,2,27.85462,15.80485,0
10,Lying,270,2,27.8828,17.20443,0
10,Lying,270,2,27.90965,18.00422,0
10,Lying,270,2,27.93798,18.20416,0
10,Lying,270,2,27.96552,18.60101,0
10,Lying,270,2,27.99327,19.8,0
10,Lying,270,2,28.02125,21.60085,0
10,Lying,270,2,28.04887,23.20079,0
10,Lying,270,2,28.0766,24.40075,0
10,Lying,270,3,29.38376,0,0
10,Lying,270,3,29.40997,0,0
10,Lying,270,3,29.43797,0,0
10,Lying,270,3,29.46535,0,0
10,Lying,270,3,29.49329,0,0
10,Lying,270,3,29.52163,0,0
10,Lying,270,3,29.54855,0,0
10,Lying,270,3,29.57705,0,0
10,Lying,270,3,29.60491,0,0
10,Lying,270,3,29.63703,0,0
10,Lying,270,3,29.65995,0.1988102,0
10,Lying,270,3,29.6891,2.199981,0
10,Lying,270,3,29.71867,4.799998,0
10,Lying,270,3,29.74491,7.999983,0
10,Lying,270,3,29.77246,10.60185,0
10,Lying,270,3,29.79906,12.40636,0
10,Lying,270,3,29.8267,13.81282,0
10,Lying,270,3,29.85472,15.42033,0
10,Lying,270,3,29.88197,16.62936,0
10,Lying,270,3,29.90997,18.23834,0
10,Lying,270,3,29.93783,20.04716,0
10,Lying,270,3,29.96584,22.6539,0
10,Lying,270,3,29.99287,25.04815,0
10,Lying,270,3,30.02112,26.25778,0
10,Lying,270,3,30.04894,28.06604,0
