Direction,tCount,Time,HeadPolar,HeadAzimuth,TrunkPolar,TrunkAzimuth
0,1,112.8111,82.53819,41.93401,0,0,
0,1,112.8395,82.23627,41.96648,0,0,
0,1,112.8672,81.92558,42.00803,0,0,
0,1,112.895,81.61622,41.72519,0,0,
0,1,112.9229,81.32286,41.5148,0,0,
0,1,112.9506,80.9465,41.31404,0,0,
0,2,115.3385,-21.1136,76.09555,0,0,
0,2,115.3665,-21.42196,76.00007,0,0,
0,2,115.3939,-21.92072,75.95489,0,0,
0,2,115.4217,-22.28906,75.89316,0,0,
0,2,115.4493,-22.57387,75.93288,0,0,
0,2,115.4776,-22.72389,75.87798,0,0,
0,2,115.5055,-22.72424,75.88633,0,0,
0,2,115.5333,-22.67443,75.89848,0,0,
0,2,115.5605,-22.45758,75.88025,0,0,
0,2,115.588,-21.79346,75.67904,0,0,
0,2,115.6163,-20.78343,75.44855,0,0,
0,2,115.6444,-19.78393,75.04202,0,0,
0,2,115.6719,-18.77627,74.78983,0,0,
0,2,115.7001,-17.56626,74.54353,0,0,
0,2,115.7276,-16.87338,74.34014,0,0,
0,2,115.7556,-16.00322,74.30811,0,0,
0,2,115.7837,-15.43415,74.58749,0,0,
0,2,115.8106,-16.93712,74.65099,0,0,
0,2,115.839,-20.90155,74.46422,0,0,
0,2,115.8667,-26.042,73.73318,0,0,
0,2,115.8943,-30.45971,72.30037,0,0,
0,2,115.9223,-35.8938,71.22007,0,0,
0,2,115.9497,-40.92918,70.64187,0,0,
0,2,115.9779,-43.8903,70.09343,0,0,
0,2,116.0115,-44.31379,70.21619,0,0,
0,2,116.0328,-45.14827,70.12041,0,0,
0,2,116.0602,-43.42034,70.72146,0,0,
0,2,116.0879,-41.9543,71.36509,0,0,
0,2,116.1162,-40.47761,72.00301,0,0,
0,2,116.1439,-38.85785,72.81897,0,0,
0,2,116.1715,-36.97514,73.53123,0,0,
0,2,116.1998,-34.4222,74.11512,0,0,
0,2,116.2273,-31.51088,75.17788,0,0,
0,2,116.2557,-28.64103,76.06198,0,0,
0,2,116.2831,-24.82266,76.6469,0,0,
0,2,116.311,-20.60792,77.17538,0,0,
0,2,116.3385,-15.96668,77.35181,0,0,
0,2,116.3667,-10.51297,77.44245,0,0,
0,2,116.3941,-3.589211,77.32375,0,0,
0,2,116.4218,4.487009,77.0903,0,0,
0,2,116.4495,13.89505,76.38982,0,0,
0,2,116.4779,23.11714,75.44636,0,0,
0,2,116.5053,32.57314,74.09307,0,0,
0,2,116.5331,40.8919,72.68462,0,0,
0,2,116.5612,50.14958,70.79356,0,0,
0,2,116.5884,57.18007,68.63774,0,0,
0,2,116.617,62.14955,65.92382,0,0,
0,2,116.6441,66.66985,63.07251,0,0,
0,2,116.6718,70.57963,60.49547,0,0,
0,2,116.6999,72.89554,58.13285,0,0,
0,2,116.7283,74.46819,55.88624,0,0,
0,2,116.7562,76.18714,53.79922,0,0,
0,2,116.7836,77.46507,52.03508,0,0,
0,2,116.8111,78.52014,50.01516,0,0,
0,2,116.8395,79.39783,48.7711,0,0,
0,2,116.8678,80.31916,47.3201,0,0,
0,2,116.8955,81.0342,45.72483,0,0,
0,2,116.9225,82.00063,44.14302,0,0,
0,2,116.9521,82.84552,42.44362,0,0,
0,2,116.9779,83.27116,40.69679,0,0,
0,3,122.7281,-24.62485,76.99115,0,0,
0,3,122.7563,-24.41235,77.05739,0,0,
0,3,122.7839,-23.92401,77.05255,0,0,
0,3,122.8114,-23.1045,77.04961,0,0,
0,3,122.8393,-21.76568,77.04407,0,0,
0,3,122.8672,-20.16803,76.99772,0,0,
0,3,122.8948,-17.70078,76.97649,0,0,
0,3,122.9223,-14.69576,76.98373,0,0,
0,3,122.9498,-11.42672,76.98926,0,0,
0,3,122.9783,-6.996747,76.96896,0,0,
0,3,123.0061,-1.674948,76.6743,0,0,
0,3,123.0336,3.593542,76.6418,0,0,
0,3,123.0615,9.552521,76.55003,0,0,
0,3,123.0888,15.34034,76.33469,0,0,
0,3,123.1172,21.45627,76.01714,0,0,
0,3,123.1449,27.75007,75.60411,0,0,
0,3,123.1726,33.77279,74.9453,0,0,
0,3,123.2005,39.71462,73.97829,0,0,
0,3,123.2279,44.0896,72.75739,0,0,
0,3,123.2563,49.38298,71.03004,0,0,
0,3,123.2841,52.87053,69.36044,0,0,
0,3,123.3118,57.65747,66.85155,0,0,
0,3,123.3393,61.21337,64.28536,0,0,
