time,Status,HeadPolar,HeadAzimuth,ShoulderPolar,ShoulderAzimuth,LeftGazePolar,LeftGazeAzimuth,RightGazePolar,RightGazeAzimuth
7.538942,Direction 225 / Range P75,-88.50083,-23.09118,-10.88259,-1.271077,-86.19666,-26.6773,-89.66851,-26.6539
7.650203,Direction 225 / Range P75,-88.59926,-22.91609,-11.07539,-2.06549,-86.50238,-26.08663,-89.95647,-26.05717
7.761938,Direction 225 / Range P75,-88.71607,-22.95677,-12.1152,-1.693116,-85.6479,-26.6833,-89.11955,-26.67596
7.873073,Direction 225 / Range P75,-88.70725,-23.05047,-12.10188,-1.723169,-85.81171,-28.1287,-89.32926,-28.11831
7.98482,Direction 225 / Range P75,-88.60865,-23.05579,-12.13333,-1.754674,-86.1067,-28.05665,-89.62202,-28.03646
8.096352,Direction 225 / Range P75,-88.68148,-23.09889,-12.09935,-1.639799,-86.38241,-27.20779,-89.87061,-27.18351
8.207469,Direction 225 / Range P75,-88.62305,-23.14262,-12.14887,-1.623954,-86.37997,-27.01409,-89.86224,-26.9916
8.31919,Direction 225 / Range P75,-88.73092,-23.32959,-12.22518,-1.640189,-86.68667,-26.64591,92.98392,-26.6209
8.432057,Direction 225 / Range P75,-88.64687,-23.27927,-12.21259,-1.645439,-85.94083,-26.44421,-89.40568,-26.43826
8.541935,Direction 225 / Range P75,-88.59817,-23.29893,-12.19722,-1.55147,-86.25987,-26.6678,-89.73153,-26.64938
8.652877,Direction 225 / Range P75,-88.68272,-23.323,-12.19734,-1.527499,-86.75816,-26.88512,92.90522,-26.85479
8.764647,Direction 225 / Range P75,-88.64169,-23.3044,-11.76115,-1.779143,-85.85132,-27.42334,-89.34631,-27.41656
8.875922,Direction 225 / Range P75,-88.60783,-23.29962,-12.23485,-1.48777,-86.01764,-28.12596,-89.53537,-28.1139
8.987487,Direction 225 / Range P75,-88.58882,-23.37434,-11.56783,-2.882819,-85.53383,-28.11058,-89.05081,-28.1113
9.099014,Direction 225 / Range P75,-88.75079,-23.4494,-11.51285,-3.040635,-84.86057,-28.1375,-88.3774,-28.15904
9.210075,Direction 225 / Range P75,-88.71932,-23.3668,-11.54257,-3.037154,-84.8624,-28.00542,-88.37497,-28.02934
9.321559,Direction 225 / Range P75,-88.67168,-23.24681,-11.56558,-2.937361,-85.15649,-27.74149,-88.66109,-27.75915
9.43494,Direction 225 / Range P75,-88.74095,-23.28796,-11.49818,-3.016577,-84.82536,-28.34449,-88.34904,-28.37186
9.544341,Direction 225 / Range P75,-88.74745,-23.29252,-11.51422,-3.041169,-85.19536,-27.92527,-88.70583,-27.94214
