time,Status,HeadPolar,HeadAzimuth,ShoulderPolar,ShoulderAzimuth,LeftGazePolar,LeftGazeAzimuth,RightGazePolar,RightGazeAzimuth
1.635635,not-testing,-52.61051,46.85157,-2.529492,-1.307443,-49.06982,41.85099,-53.23526,41.97901
1.745921,not-testing,-52.57261,46.82509,-2.592863,-1.30064,-48.92736,41.98898,-53.10157,42.12323
1.857277,not-testing,-52.42962,46.76712,-1.93776,-1.62303,-48.03445,43.88728,-52.33773,44.05749
1.968643,not-testing,-52.47329,46.79718,-1.900119,-1.615638,-47.79145,44.51731,-52.14045,44.69577
2.080738,not-testing,-52.5192,46.83136,-2.421717,-1.295117,-48.10672,44.24723,-52.4366,44.41198
2.192451,not-testing,-52.46109,46.73038,-1.897465,-1.608351,-50.20939,29.72838,-53.78213,29.82113
2.303202,not-testing,-52.27679,46.65469,-1.870993,-1.635224,-50.52953,30.3459,-54.12503,30.43581
2.415351,not-testing,-52.0705,46.67407,-2.444744,-1.324158,-44.63728,30.98105,-48.23239,31.24131
2.524813,Direction 270 / Range P25,-52.02406,46.62943,-2.500765,-1.333317,-42.97701,29.34586,-46.49876,29.64343
2.647628,Direction 270 / Range P25,-52.00379,46.59448,-2.437279,-1.294434,-42.75328,30.66572,-46.32079,30.97834
2.76064,Direction 270 / Range P25,-52.04335,46.57527,-2.369768,-1.238115,-47.754,39.28477,-51.75843,39.47114
2.872356,Direction 270 / Range P25,-52.18747,46.5197,-1.875405,-1.609247,-47.56067,39.46116,-51.57461,39.64844
2.984281,Direction 270 / Range P25,-52.61677,45.93964,-2.456995,-1.3901,-47.77736,38.25337,-51.72507,38.39213
3.09563,Direction 270 / Range P25,-51.96639,44.51726,-2.397282,-1.389571,-48.26658,30.18375,-51.8534,30.30331
3.207063,Direction 270 / Range P25,-50.1696,41.10695,-1.928851,-1.686514,-46.93179,25.64604,-50.36985,25.79141
3.318907,Direction 270 / Range P25,-51.02855,38.5738,-2.805585,-1.261181,-49.1613,26.65189,-52.63297,26.73128
3.429419,Direction 270 / Range P25,-50.9547,34.98605,-2.398278,-1.534308,-48.43458,28.93401,-51.97933,29.03956
3.529492,Direction 270 / Range P25,-50.73035,30.91485,-1.992727,-1.744157,-47.42906,27.85218,-50.9361,27.98638
3.638671,Direction 270 / Range P25,-50.65686,27.35971,-2.636625,-1.483723,-47.0925,27.88484,-50.6007,28.00844
3.749539,Direction 270 / Range P25,-51.15222,25.13244,-1.565194,-2.140464,-47.81966,28.88524,-51.36242,28.97631
3.861347,Direction 270 / Range P25,-51.62437,26.96295,-1.653156,-1.993746,-46.56596,32.24501,-50.23034,32.35133
3.972656,Direction 270 / Range P25,-51.74696,30.95412,-1.617701,-2.041746,-46.81003,35.18053,-50.60315,35.26447
4.084036,Direction 270 / Range P25,-50.80511,31.62668,-1.977442,-2.002395,-45.37424,31.66994,-49.01388,31.79977
4.195946,Direction 270 / Range P25,-50.48049,31.39495,-1.950301,-1.900709,-46.27237,31.39695,-49.90513,31.49497
4.307445,Direction 270 / Range P25,-51.10659,31.6503,-1.501742,-2.208486,-47.96826,31.43991,-51.60479,31.48877
4.418423,Direction 270 / Range P25,-51.33468,31.34693,-1.579124,-2.103197,-47.34928,31.18884,-50.97478,31.25743
4.529976,Direction 270 / Range P25,-50.91972,31.12595,-1.650375,-2.072007,-47.16094,24.1758,-50.55996,24.25123
4.641466,Direction 270 / Range P25,-50.09659,32.06796,-1.594991,-2.161831,-46.30246,24.84056,-49.71914,24.93413
4.752856,Direction 270 / Range P25,-49.65685,33.21426,-1.657462,-2.136192,-46.44856,25.56575,-49.88661,25.66231
4.864648,Direction 270 / Range P25,-50.02509,32.72344,-1.613214,-2.24692,-46.98798,24.37815,-50.39326,24.46568
4.975807,Direction 270 / Range P25,-50.34389,32.59198,-1.619729,-2.288349,-46.5974,23.75227,-49.98499,23.83793
5.087601,Direction 270 / Range P25,-50.26823,32.62064,-1.714564,-2.200092,-45.94155,18.08291,-49.2011,18.16897
5.199207,Direction 270 / Range P25,-50.64425,32.09634,-1.671391,-2.211092,-46.55084,27.94234,-50.06071,28.02696
5.309906,Direction 270 / Range P25,-51.10482,31.78537,-2.408518,-1.854782,-47.32425,29.43985,-50.88582,29.49551
